adc,\sigma_{sca} (m^{2})
360,1.79860160228132e-11
361,1.80349259429052e-11
362,1.80838358629972e-11
363,1.81327457830893e-11
364,1.81816557031813e-11
365,1.82305656232734e-11
366,1.82794755433654e-11
367,1.83283854634574e-11
368,1.83772953835495e-11
369,1.84262053036415e-11
370,1.84751152237336e-11
371,1.85240251438256e-11
372,1.85729350639176e-11
373,1.86218449840097e-11
374,1.86707549041017e-11
375,1.87196648241938e-11
376,1.87685747442858e-11
377,1.88174846643778e-11
378,1.88663945844699e-11
379,1.89153045045619e-11
380,1.8964214424654e-11
381,1.9013124344746e-11
382,1.9062034264838e-11
383,1.91109441849301e-11
384,1.91598541050221e-11
385,1.92087640251142e-11
386,1.92576739452062e-11
387,1.93065838652982e-11
388,1.93554937853903e-11
389,1.94044037054823e-11
390,1.94533136255744e-11
391,1.95022235456664e-11
392,1.95511334657584e-11
393,1.96000433858505e-11
394,1.96489533059425e-11
395,1.96978632260346e-11
396,1.97467731461266e-11
397,1.97956830662186e-11
398,1.98445929863107e-11
399,1.98935029064027e-11
400,1.99424128264948e-11
401,1.99913227465868e-11
402,2.00402326666788e-11
403,2.00891425867709e-11
404,2.01380525068629e-11
405,2.0186962426955e-11
406,2.0235872347047e-11
407,2.0284782267139e-11
408,2.03336921872311e-11
409,2.03826021073231e-11
410,2.04315120274152e-11
411,2.04804219475072e-11
412,2.05293318675992e-11
413,2.05782417876913e-11
414,2.06271517077833e-11
415,2.06760616278754e-11
416,2.07249715479674e-11
417,2.07738814680594e-11
418,2.08227913881515e-11
419,2.08717013082435e-11
420,2.09206112283356e-11
421,2.09695211484276e-11
422,2.10184310685196e-11
423,2.10673409886117e-11
424,2.11162509087037e-11
425,2.11651608287958e-11
426,2.12140707488878e-11
427,2.12629806689798e-11
428,2.13118905890719e-11
429,2.13608005091639e-11
430,2.1409710429256e-11
431,2.1458620349348e-11
432,2.150753026944e-11
433,2.15564401895321e-11
434,2.16053501096241e-11
435,2.16542600297162e-11
436,2.17031699498082e-11
437,2.17520798699002e-11
438,2.18009897899923e-11
439,2.18498997100843e-11
440,2.18988096301764e-11
441,2.19477195502684e-11
442,2.19966294703604e-11
443,2.20455393904525e-11
444,2.20944493105445e-11
445,2.21433592306366e-11
446,2.21922691507286e-11
447,2.22411790708206e-11
448,2.22900889909127e-11
449,2.23389989110047e-11
450,2.23879088310968e-11
451,2.24368187511888e-11
452,2.24857286712808e-11
453,2.25346385913729e-11
454,2.25835485114649e-11
455,2.2632458431557e-11
456,2.2681368351649e-11
457,2.2730278271741e-11
458,2.27791881918331e-11
459,2.28280981119251e-11
460,2.28770080320172e-11
461,2.29259179521092e-11
462,2.29748278722012e-11
463,2.30237377922933e-11
464,2.30726477123853e-11
465,2.31215576324774e-11
466,2.31704675525694e-11
467,2.32193774726614e-11
468,2.32682873927535e-11
469,2.33171973128455e-11
470,2.33661072329376e-11
471,2.34150171530296e-11
472,2.34639270731216e-11
473,2.35128369932137e-11
474,2.35617469133057e-11
475,2.36106568333978e-11
476,2.36595667534898e-11
477,2.37084766735818e-11
478,2.37573865936739e-11
479,2.38062965137659e-11
480,2.3855206433858e-11
481,2.390411635395e-11
482,2.3953026274042e-11
483,2.40019361941341e-11
484,2.40508461142261e-11
485,2.40997560343182e-11
486,2.41486659544102e-11
487,2.41975758745022e-11
488,2.42464857945943e-11
489,2.42953957146863e-11
490,2.43443056347784e-11
491,2.43932155548704e-11
492,2.44421254749624e-11
493,2.44910353950545e-11
494,2.45399453151465e-11
495,2.45888552352386e-11
496,2.46377651553306e-11
497,2.46866750754226e-11
498,2.47355849955147e-11
499,2.47844949156067e-11
500,2.48334048356988e-11
501,2.48823147557908e-11
502,2.49312246758828e-11
503,2.49801345959749e-11
504,2.50290445160669e-11
505,2.5077954436159e-11
506,2.5126864356251e-11
507,2.5175774276343e-11
508,2.52246841964351e-11
509,2.52735941165271e-11
510,2.53225040366192e-11
511,2.53714139567112e-11
512,2.54203238768032e-11
513,2.54692337968953e-11
514,2.55181437169873e-11
515,2.55670536370794e-11
516,2.56159635571714e-11
517,2.56648734772634e-11
518,2.57137833973555e-11
519,2.57626933174475e-11
520,2.58116032375396e-11
521,2.58605131576316e-11
522,2.59094230777236e-11
523,2.59583329978157e-11
524,2.60072429179077e-11
525,2.60561528379998e-11
526,2.61050627580918e-11
527,2.61539726781838e-11
528,2.62028825982759e-11
529,2.62517925183679e-11
530,2.630070243846e-11
531,2.6349612358552e-11
532,2.6398522278644e-11
533,2.64474321987361e-11
534,2.64963421188281e-11
535,2.65452520389202e-11
536,2.65941619590122e-11
537,2.66430718791042e-11
538,2.66919817991963e-11
539,2.67408917192883e-11
540,2.67898016393804e-11
541,2.68387115594724e-11
542,2.68876214795644e-11
543,2.69365313996565e-11
544,2.69854413197485e-11
545,2.70343512398406e-11
546,2.70832611599326e-11
547,2.71321710800246e-11
548,2.71810810001167e-11
549,2.72299909202087e-11
550,2.72789008403008e-11
551,2.73278107603928e-11
552,2.73767206804848e-11
553,2.74256306005769e-11
554,2.74745405206689e-11
555,2.7523450440761e-11
556,2.7572360360853e-11
557,2.7621270280945e-11
558,2.76701802010371e-11
559,2.77190901211291e-11
560,2.77680000412212e-11
561,2.78169099613132e-11
562,2.78658198814052e-11
563,2.79147298014973e-11
564,2.79636397215893e-11
565,2.80125496416814e-11
566,2.80614595617734e-11
567,2.81103694818654e-11
568,2.81592794019575e-11
569,2.82081893220495e-11
570,2.82570992421416e-11
571,2.83060091622336e-11
572,2.83549190823256e-11
573,2.84038290024177e-11
574,2.84527389225097e-11
575,2.85016488426018e-11
576,2.85505587626938e-11
577,2.85994686827858e-11
578,2.86483786028779e-11
579,2.86972885229699e-11
580,2.8746198443062e-11
581,2.8795108363154e-11
582,2.8844018283246e-11
583,2.88929282033381e-11
584,2.89418381234301e-11
585,2.89907480435222e-11
586,2.90396579636142e-11
587,2.90885678837062e-11
588,2.91374778037983e-11
589,2.91863877238903e-11
590,2.92352976439824e-11
591,2.92842075640744e-11
592,2.93331174841664e-11
593,2.93820274042585e-11
594,2.94309373243505e-11
595,2.94798472444426e-11
596,2.95287571645346e-11
597,2.95776670846267e-11
598,2.96265770047187e-11
599,2.96754869248107e-11
600,2.97243968449028e-11
601,2.97733067649948e-11
602,2.98222166850868e-11
603,2.98711266051789e-11
604,2.99200365252709e-11
605,2.9968946445363e-11
606,3.0017856365455e-11
607,3.00667662855471e-11
608,3.01156762056391e-11
609,3.01645861257311e-11
610,3.02134960458232e-11
611,3.02624059659152e-11
612,3.03113158860073e-11
613,3.03602258060993e-11
614,3.04091357261913e-11
615,3.04580456462834e-11
616,3.05069555663754e-11
617,3.05558654864675e-11
618,3.06047754065595e-11
619,3.06536853266515e-11
620,3.07025952467436e-11
621,3.07515051668356e-11
622,3.08004150869277e-11
623,3.08493250070197e-11
624,3.08982349271117e-11
625,3.09471448472038e-11
626,3.09960547672958e-11
627,3.10449646873879e-11
628,3.10938746074799e-11
629,3.11427845275719e-11
630,3.1191694447664e-11
631,3.1240604367756e-11
632,3.12895142878481e-11
633,3.13384242079401e-11
634,3.13873341280321e-11
635,3.14362440481242e-11
636,3.14851539682162e-11
637,3.15340638883083e-11
638,3.15829738084003e-11
639,3.16318837284923e-11
640,3.16807936485844e-11
641,3.17297035686764e-11
642,3.17786134887685e-11
643,3.18275234088605e-11
644,3.18764333289525e-11
645,3.19253432490446e-11
646,3.19742531691366e-11
647,3.20231630892287e-11
648,3.20720730093207e-11
649,3.21209829294127e-11
650,3.21698928495048e-11
651,3.22188027695968e-11
652,3.22677126896889e-11
653,3.23166226097809e-11
654,3.23655325298729e-11
655,3.2414442449965e-11
656,3.2463352370057e-11
657,3.25122622901491e-11
658,3.25611722102411e-11
659,3.26100821303331e-11
660,3.26589920504252e-11
661,3.27079019705172e-11
662,3.27568118906093e-11
663,3.28057218107013e-11
664,3.28546317307933e-11
665,3.29035416508854e-11
666,3.29524515709774e-11
667,3.30013614910695e-11
668,3.30502714111615e-11
669,3.30991813312535e-11
670,3.31480912513456e-11
671,3.31970011714376e-11
672,3.32459110915297e-11
673,3.32948210116217e-11
674,3.33437309317137e-11
675,3.33926408518058e-11
676,3.34415507718978e-11
677,3.34904606919899e-11
678,3.35393706120819e-11
679,3.35882805321739e-11
680,3.3637190452266e-11
681,3.3686100372358e-11
682,3.37350102924501e-11
683,3.37839202125421e-11
684,3.38328301326341e-11
685,3.38817400527262e-11
686,3.39306499728182e-11
687,3.39795598929103e-11
688,3.40284698130023e-11
689,3.40773797330943e-11
690,3.41262896531864e-11
691,3.41751995732784e-11
692,3.42241094933705e-11
693,3.42730194134625e-11
694,3.43219293335545e-11
695,3.43708392536466e-11
696,3.44197491737386e-11
697,3.44686590938307e-11
698,3.45175690139227e-11
699,3.45664789340147e-11
700,3.46153888541068e-11
701,3.46642987741988e-11
702,3.47132086942909e-11
703,3.47621186143829e-11
704,3.48110285344749e-11
705,3.4859938454567e-11
706,3.4908848374659e-11
707,3.49577582947511e-11
708,3.50066682148431e-11
709,3.50555781349351e-11
710,3.51044880550272e-11
711,3.51533979751192e-11
712,3.52023078952113e-11
713,3.52512178153033e-11
714,3.53001277353953e-11
715,3.53490376554874e-11
716,3.53979475755794e-11
717,3.54468574956715e-11
718,3.54957674157635e-11
719,3.55446773358555e-11
720,3.55935872559476e-11
721,3.56424971760396e-11
722,3.56914070961317e-11
723,3.57403170162237e-11
724,3.57892269363157e-11
725,3.58381368564078e-11
726,3.58870467764998e-11
727,3.59359566965919e-11
728,3.59848666166839e-11
729,3.60337765367759e-11
730,3.6082686456868e-11
731,3.613159637696e-11
732,3.61805062970521e-11
733,3.62294162171441e-11
734,3.62783261372361e-11
735,3.63272360573282e-11
736,3.63761459774202e-11
737,3.64250558975123e-11
738,3.64739658176043e-11
739,3.65228757376963e-11
740,3.65717856577884e-11
741,3.66206955778804e-11
742,3.66696054979725e-11
743,3.67185154180645e-11
744,3.67674253381565e-11
745,3.68163352582486e-11
746,3.68652451783406e-11
747,3.69141550984327e-11
748,3.69630650185247e-11
749,3.70119749386167e-11
750,3.70608848587088e-11
751,3.71097947788008e-11
752,3.71587046988929e-11
753,3.72076146189849e-11
754,3.72565245390769e-11
755,3.7305434459169e-11
756,3.7354344379261e-11
757,3.74032542993531e-11
758,3.74521642194451e-11
759,3.75010741395371e-11
760,3.75499840596292e-11
761,3.75988939797212e-11
762,3.76478038998133e-11
763,3.76967138199053e-11
764,3.77456237399973e-11
765,3.77945336600894e-11
766,3.78434435801814e-11
767,3.78923535002735e-11
768,3.79412634203655e-11
769,3.79901733404575e-11
770,3.80390832605496e-11
771,3.80879931806416e-11
772,3.81369031007337e-11
773,3.81858130208257e-11
774,3.82347229409177e-11
775,3.82836328610098e-11
776,3.83325427811018e-11
777,3.83814527011939e-11
778,3.84303626212859e-11
779,3.84792725413779e-11
780,3.852818246147e-11
781,3.8577092381562e-11
782,3.86260023016541e-11
783,3.86749122217461e-11
784,3.87238221418381e-11
785,3.87727320619302e-11
786,3.88216419820222e-11
787,3.88705519021143e-11
788,3.89194618222063e-11
789,3.89683717422983e-11
790,3.90172816623904e-11
791,3.90661915824824e-11
792,3.91151015025745e-11
793,3.91640114226665e-11
794,3.92129213427586e-11
795,3.92618312628506e-11
796,3.93107411829426e-11
797,3.93596511030347e-11
798,3.94085610231267e-11
799,3.94574709432187e-11
800,3.95063808633108e-11
801,3.95552907834028e-11
802,3.96042007034949e-11
803,3.96531106235869e-11
804,3.97020205436789e-11
805,3.9750930463771e-11
806,3.9799840383863e-11
807,3.98487503039551e-11
808,3.98976602240471e-11
809,3.99465701441391e-11
810,3.99954800642312e-11
811,4.00443899843232e-11
812,4.00932999044153e-11
813,4.01422098245073e-11
814,4.01911197445993e-11
815,4.02400296646914e-11
816,4.02889395847834e-11
817,4.03378495048755e-11
818,4.03867594249675e-11
819,4.04356693450595e-11
820,4.04845792651516e-11
821,4.05334891852436e-11
822,4.05823991053357e-11
823,4.06313090254277e-11
824,4.06802189455198e-11
825,4.07291288656118e-11
826,4.07780387857038e-11
827,4.08269487057959e-11
828,4.08758586258879e-11
829,4.09247685459799e-11
830,4.0973678466072e-11
831,4.1022588386164e-11
832,4.10714983062561e-11
833,4.11204082263481e-11
834,4.11693181464402e-11
835,4.12182280665322e-11
836,4.12671379866242e-11
837,4.13160479067163e-11
838,4.13649578268083e-11
839,4.14138677469004e-11
840,4.14627776669924e-11
841,4.15116875870844e-11
842,4.15605975071765e-11
843,4.16095074272685e-11
844,4.16584173473606e-11
845,4.17073272674526e-11
846,4.17562371875446e-11
847,4.18051471076367e-11
848,4.18540570277287e-11
849,4.19029669478207e-11
850,4.19518768679128e-11
851,4.20007867880048e-11
852,4.20496967080969e-11
853,4.20986066281889e-11
854,4.2147516548281e-11
855,4.2196426468373e-11
856,4.2245336388465e-11
857,4.22942463085571e-11
858,4.23431562286491e-11
859,4.23920661487412e-11
860,4.24409760688332e-11
861,4.24898859889252e-11
862,4.25387959090173e-11
863,4.25877058291093e-11
864,4.26366157492014e-11
865,4.26855256692934e-11
866,4.27344355893854e-11
867,4.27833455094775e-11
868,4.28322554295695e-11
869,4.28811653496616e-11
870,4.29300752697536e-11
871,4.29789851898456e-11
872,4.30278951099377e-11
873,4.30768050300297e-11
874,4.31257149501218e-11
875,4.31746248702138e-11
876,4.32235347903058e-11
877,4.32724447103979e-11
878,4.33213546304899e-11
879,4.3370264550582e-11
880,4.3419174470674e-11
881,4.3468084390766e-11
882,4.35169943108581e-11
883,4.35659042309501e-11
884,4.36148141510422e-11
885,4.36637240711342e-11
886,4.37126339912262e-11
887,4.37615439113183e-11
888,4.38104538314103e-11
889,4.38593637515024e-11
890,4.39082736715944e-11
891,4.39571835916864e-11
892,4.40060935117785e-11
893,4.40550034318705e-11
894,4.41039133519626e-11
895,4.41528232720546e-11
896,4.42017331921466e-11
897,4.42506431122387e-11
898,4.42995530323307e-11
899,4.43484629524228e-11
900,4.43973728725148e-11
901,4.44462827926068e-11
902,4.44951927126989e-11
903,4.45441026327909e-11
904,4.4593012552883e-11
905,4.4641922472975e-11
906,4.4690832393067e-11
907,4.47397423131591e-11
908,4.47886522332511e-11
909,4.48375621533432e-11
910,4.48864720734352e-11
911,4.49353819935272e-11
912,4.49842919136193e-11
913,4.50332018337113e-11
914,4.50821117538034e-11
915,4.51310216738954e-11
916,4.51799315939874e-11
917,4.52288415140795e-11
918,4.52777514341715e-11
919,4.53266613542636e-11
920,4.53755712743556e-11
921,4.54244811944476e-11
922,4.54733911145397e-11
923,4.55223010346317e-11
924,4.55712109547238e-11
925,4.56201208748158e-11
926,4.56690307949078e-11
927,4.57179407149999e-11
928,4.57668506350919e-11
929,4.5815760555184e-11
930,4.5864670475276e-11
931,4.5913580395368e-11
932,4.59624903154601e-11
933,4.60114002355521e-11
934,4.60603101556442e-11
935,4.61092200757362e-11
936,4.61581299958282e-11
937,4.62070399159203e-11
938,4.62559498360123e-11
939,4.63048597561044e-11
940,4.63537696761964e-11
941,4.64026795962884e-11
942,4.64515895163805e-11
943,4.65004994364725e-11
944,4.65494093565646e-11
945,4.65983192766566e-11
946,4.66472291967486e-11
947,4.66961391168407e-11
948,4.67450490369327e-11
949,4.67939589570248e-11
950,4.68428688771168e-11
951,4.68917787972088e-11
952,4.69406887173009e-11
953,4.69895986373929e-11
954,4.7038508557485e-11
955,4.7087418477577e-11
956,4.7136328397669e-11
957,4.71852383177611e-11
958,4.72341482378531e-11
959,4.72830581579452e-11
960,4.73319680780372e-11
961,4.73808779981292e-11
962,4.74297879182213e-11
963,4.74786978383133e-11
964,4.75276077584054e-11
965,4.75765176784974e-11
966,4.76254275985894e-11
967,4.76743375186815e-11
968,4.77232474387735e-11
969,4.77721573588656e-11
970,4.78210672789576e-11
971,4.78699771990496e-11
972,4.79188871191417e-11
973,4.79677970392337e-11
974,4.80167069593258e-11
975,4.80656168794178e-11
976,4.81145267995098e-11
977,4.81634367196019e-11
978,4.82123466396939e-11
979,4.8261256559786e-11
980,4.8310166479878e-11
981,4.835907639997e-11
982,4.84079863200621e-11
983,4.84568962401541e-11
984,4.85058061602462e-11
985,4.85547160803382e-11
986,4.86036260004302e-11
987,4.86525359205223e-11
988,4.87014458406143e-11
989,4.87503557607064e-11
990,4.87992656807984e-11
991,4.88481756008904e-11
992,4.88970855209825e-11
993,4.89459954410745e-11
994,4.89949053611666e-11
995,4.90438152812586e-11
996,4.90927252013506e-11
997,4.91416351214427e-11
998,4.91905450415347e-11
999,4.92394549616268e-11
1000,4.92883648817188e-11
1001,4.93372748018108e-11
1002,4.93861847219029e-11
1003,4.94350946419949e-11
1004,4.9484004562087e-11
1005,4.9532914482179e-11
1006,4.9581824402271e-11
1007,4.96307343223631e-11
1008,4.96796442424551e-11
1009,4.97285541625472e-11
1010,4.97774640826392e-11
1011,4.98263740027312e-11
1012,4.98752839228233e-11
1013,4.99241938429153e-11
1014,4.99731037630074e-11
1015,5.00220136830994e-11
1016,5.00709236031914e-11
1017,5.01198335232835e-11
1018,5.01687434433755e-11
1019,5.02176533634676e-11
1020,5.02665632835596e-11
1021,5.03154732036517e-11
1022,5.03643831237437e-11
1023,5.04132930438357e-11
1024,5.04622029639278e-11
1025,5.05111128840198e-11
1026,5.05600228041118e-11
1027,5.06089327242039e-11
1028,5.06578426442959e-11
1029,5.0706752564388e-11
1030,5.075566248448e-11
1031,5.0804572404572e-11
1032,5.08534823246641e-11
1033,5.09023922447561e-11
1034,5.09513021648482e-11
1035,5.10002120849402e-11
1036,5.10491220050322e-11
1037,5.10980319251243e-11
1038,5.11469418452163e-11
1039,5.11958517653084e-11
1040,5.12447616854004e-11
1041,5.12936716054925e-11
1042,5.13425815255845e-11
1043,5.13914914456765e-11
1044,5.14404013657686e-11
1045,5.14893112858606e-11
1046,5.15382212059526e-11
1047,5.15871311260447e-11
1048,5.16360410461367e-11
1049,5.16849509662288e-11
1050,5.17338608863208e-11
1051,5.17827708064129e-11
1052,5.18316807265049e-11
1053,5.18805906465969e-11
1054,5.1929500566689e-11
1055,5.1978410486781e-11
1056,5.20273204068731e-11
1057,5.20762303269651e-11
1058,5.21251402470571e-11
1059,5.21740501671492e-11
1060,5.22229600872412e-11
1061,5.22718700073333e-11
1062,5.23207799274253e-11
1063,5.23696898475173e-11
1064,5.24185997676094e-11
1065,5.24675096877014e-11
1066,5.25164196077935e-11
