adc,\sigma_{sca} (m^{2})
0,-8.36636685794046e-12
1,-8.3137880569538e-12
2,-8.26120925596713e-12
3,-8.20863045498047e-12
4,-8.1560516539938e-12
5,-8.10347285300714e-12
6,-8.05089405202048e-12
7,-7.99831525103381e-12
8,-7.94573645004715e-12
9,-7.89315764906048e-12
10,-7.84057884807382e-12
11,-7.78800004708715e-12
12,-7.73542124610049e-12
13,-7.68284244511382e-12
14,-7.63026364412716e-12
15,-7.57768484314049e-12
16,-7.52510604215383e-12
17,-7.47252724116716e-12
18,-7.4199484401805e-12
19,-7.36736963919383e-12
20,-7.31479083820717e-12
21,-7.26221203722051e-12
22,-7.20963323623384e-12
23,-7.15705443524718e-12
24,-7.10447563426051e-12
25,-7.05189683327385e-12
26,-6.99931803228718e-12
27,-6.94673923130052e-12
28,-6.89416043031385e-12
29,-6.84158162932719e-12
30,-6.78900282834052e-12
31,-6.73642402735386e-12
32,-6.68384522636719e-12
33,-6.63126642538053e-12
34,-6.57868762439387e-12
35,-6.5261088234072e-12
36,-6.47353002242054e-12
37,-6.42095122143387e-12
38,-6.36837242044721e-12
39,-6.31579361946054e-12
40,-6.26321481847388e-12
41,-6.21063601748721e-12
42,-6.15805721650055e-12
43,-6.10547841551388e-12
44,-6.05289961452722e-12
45,-6.00032081354055e-12
46,-5.94774201255389e-12
47,-5.89516321156722e-12
48,-5.84258441058056e-12
49,-5.7900056095939e-12
50,-5.73742680860723e-12
51,-5.68484800762057e-12
52,-5.6322692066339e-12
53,-5.57969040564724e-12
54,-5.52711160466057e-12
55,-5.47453280367391e-12
56,-5.42195400268724e-12
57,-5.36937520170058e-12
58,-5.31679640071391e-12
59,-5.26421759972725e-12
60,-5.21163879874059e-12
61,-5.15905999775392e-12
62,-5.10648119676726e-12
63,-5.05390239578059e-12
64,-5.00132359479393e-12
65,-4.94874479380726e-12
66,-4.8961659928206e-12
67,-4.84358719183393e-12
68,-4.79100839084727e-12
69,-4.7384295898606e-12
70,-4.68585078887394e-12
71,-4.63327198788727e-12
72,-4.58069318690061e-12
73,-4.52811438591394e-12
74,-4.47553558492728e-12
75,-4.42295678394061e-12
76,-4.37037798295395e-12
77,-4.31779918196729e-12
78,-4.26522038098062e-12
79,-4.21264157999396e-12
80,-4.16006277900729e-12
81,-4.10748397802063e-12
82,-4.05490517703396e-12
83,-4.0023263760473e-12
84,-3.94974757506063e-12
85,-3.89716877407397e-12
86,-3.8445899730873e-12
87,-3.79201117210064e-12
88,-3.73943237111398e-12
89,-3.68685357012731e-12
90,-3.63427476914065e-12
91,-3.58169596815398e-12
92,-3.52911716716732e-12
93,-3.47653836618065e-12
94,-3.42395956519399e-12
95,-3.37138076420732e-12
96,-3.31880196322066e-12
97,-3.26622316223399e-12
98,-3.21364436124733e-12
99,-3.16106556026066e-12
100,-3.108486759274e-12
101,-3.05590795828733e-12
102,-3.00332915730067e-12
103,-2.95075035631401e-12
104,-2.89817155532734e-12
105,-2.84559275434068e-12
106,-2.79301395335401e-12
107,-2.74043515236735e-12
