adc,\sigma_{sca} (m^{2})
0,-3.0968014776115e-11
1,-3.09054799207851e-11
2,-3.08429450654553e-11
3,-3.07804102101254e-11
4,-3.07178753547956e-11
5,-3.06553404994658e-11
6,-3.05928056441359e-11
7,-3.05302707888061e-11
8,-3.04677359334762e-11
9,-3.04052010781464e-11
10,-3.03426662228166e-11
11,-3.02801313674867e-11
12,-3.02175965121569e-11
13,-3.01550616568271e-11
14,-3.00925268014972e-11
15,-3.00299919461674e-11
16,-2.99674570908375e-11
17,-2.99049222355077e-11
18,-2.98423873801778e-11
19,-2.9779852524848e-11
20,-2.97173176695182e-11
21,-2.96547828141883e-11
22,-2.95922479588585e-11
23,-2.95297131035287e-11
24,-2.94671782481988e-11
25,-2.9404643392869e-11
26,-2.93421085375391e-11
27,-2.92795736822093e-11
28,-2.92170388268795e-11
29,-2.91545039715496e-11
30,-2.90919691162198e-11
31,-2.90294342608899e-11
32,-2.89668994055601e-11
33,-2.89043645502303e-11
34,-2.88418296949004e-11
35,-2.87792948395706e-11
36,-2.87167599842407e-11
37,-2.86542251289109e-11
38,-2.85916902735811e-11
39,-2.85291554182512e-11
40,-2.84666205629214e-11
41,-2.84040857075915e-11
42,-2.83415508522617e-11
43,-2.82790159969319e-11
44,-2.8216481141602e-11
45,-2.81539462862722e-11
46,-2.80914114309423e-11
47,-2.80288765756125e-11
48,-2.79663417202827e-11
49,-2.79038068649528e-11
50,-2.7841272009623e-11
51,-2.77787371542931e-11
52,-2.77162022989633e-11
53,-2.76536674436335e-11
54,-2.75911325883036e-11
55,-2.75285977329738e-11
56,-2.74660628776439e-11
57,-2.74035280223141e-11
58,-2.73409931669843e-11
59,-2.72784583116544e-11
60,-2.72159234563246e-11
61,-2.71533886009948e-11
62,-2.70908537456649e-11
63,-2.70283188903351e-11
64,-2.69657840350052e-11
65,-2.69032491796754e-11
66,-2.68407143243456e-11
67,-2.67781794690157e-11
68,-2.67156446136859e-11
69,-2.6653109758356e-11
70,-2.65905749030262e-11
71,-2.65280400476964e-11
72,-2.64655051923665e-11
73,-2.64029703370367e-11
74,-2.63404354817068e-11
75,-2.6277900626377e-11
76,-2.62153657710472e-11
77,-2.61528309157173e-11
78,-2.60902960603875e-11
79,-2.60277612050576e-11
80,-2.59652263497278e-11
81,-2.5902691494398e-11
82,-2.58401566390681e-11
83,-2.57776217837383e-11
