adc,\sigma_{sca} (m^{2})
0,7.15591957907855e-12
1,7.19446392324831e-12
2,7.23300826741807e-12
3,7.27155261158783e-12
4,7.3100969557576e-12
5,7.34864129992736e-12
6,7.38718564409712e-12
7,7.42572998826688e-12
8,7.46427433243665e-12
9,7.50281867660641e-12
10,7.54136302077617e-12
11,7.57990736494593e-12
12,7.61845170911569e-12
13,7.65699605328546e-12
14,7.69554039745522e-12
15,7.73408474162498e-12
16,7.77262908579474e-12
17,7.81117342996451e-12
18,7.84971777413427e-12
19,7.88826211830403e-12
20,7.92680646247379e-12
21,7.96535080664356e-12
22,8.00389515081332e-12
23,8.04243949498308e-12
24,8.08098383915284e-12
25,8.11952818332261e-12
26,8.15807252749237e-12
27,8.19661687166213e-12
28,8.23516121583189e-12
29,8.27370556000165e-12
30,8.31224990417142e-12
31,8.35079424834118e-12
32,8.38933859251094e-12
33,8.4278829366807e-12
34,8.46642728085047e-12
35,8.50497162502023e-12
36,8.54351596918999e-12
37,8.58206031335975e-12
38,8.62060465752952e-12
39,8.65914900169928e-12
40,8.69769334586904e-12
41,8.7362376900388e-12
42,8.77478203420856e-12
43,8.81332637837833e-12
44,8.85187072254809e-12
45,8.89041506671785e-12
46,8.92895941088761e-12
47,8.96750375505738e-12
48,9.00604809922714e-12
49,9.0445924433969e-12
50,9.08313678756666e-12
51,9.12168113173643e-12
52,9.16022547590619e-12
53,9.19876982007595e-12
54,9.23731416424571e-12
55,9.27585850841547e-12
56,9.31440285258524e-12
57,9.352947196755e-12
58,9.39149154092476e-12
59,9.43003588509452e-12
60,9.46858022926429e-12
61,9.50712457343405e-12
62,9.54566891760381e-12
63,9.58421326177357e-12
64,9.62275760594334e-12
65,9.6613019501131e-12
66,9.69984629428286e-12
67,9.73839063845262e-12
68,9.77693498262238e-12
69,9.81547932679215e-12
70,9.85402367096191e-12
71,9.89256801513167e-12
72,9.93111235930143e-12
73,9.9696567034712e-12
74,1.0008201047641e-11
75,1.00467453918107e-11
76,1.00852897359805e-11
77,1.01238340801502e-11
78,1.016237842432e-11
79,1.02009227684898e-11
80,1.02394671126595e-11
81,1.02780114568293e-11
82,1.03165558009991e-11
83,1.03551001451688e-11
84,1.03936444893386e-11
85,1.04321888335083e-11
86,1.04707331776781e-11
87,1.05092775218479e-11
88,1.05478218660176e-11
89,1.05863662101874e-11
90,1.06249105543572e-11
91,1.06634548985269e-11
92,1.07019992426967e-11
93,1.07405435868664e-11
94,1.07790879310362e-11
95,1.0817632275206e-11
96,1.08561766193757e-11
97,1.08947209635455e-11
98,1.09332653077153e-11
99,1.0971809651885e-11
100,1.10103539960548e-11
101,1.10488983402245e-11
102,1.10874426843943e-11
103,1.11259870285641e-11
104,1.11645313727338e-11
105,1.12030757169036e-11
106,1.12416200610734e-11
107,1.12801644052431e-11
108,1.13187087494129e-11
109,1.13572530935826e-11
110,1.13957974377524e-11
111,1.14343417819222e-11
112,1.14728861260919e-11
113,1.15114304702617e-11
114,1.15499748144315e-11
115,1.15885191586012e-11
116,1.1627063502771e-11
117,1.16656078469407e-11
118,1.17041521911105e-11
119,1.17426965352803e-11
120,1.178124087945e-11
121,1.18197852236198e-11
122,1.18583295677895e-11
123,1.18968739119593e-11
124,1.19354182561291e-11
125,1.19739626002988e-11
126,1.20125069444686e-11
127,1.20510512886384e-11
128,1.20895956328081e-11
129,1.21281399769779e-11
130,1.21666843211476e-11
131,1.22052286653174e-11
132,1.22437730094872e-11
133,1.22823173536569e-11
134,1.23208616978267e-11
135,1.23594060419965e-11
136,1.23979503861662e-11
137,1.2436494730336e-11
138,1.24750390745057e-11
139,1.25135834186755e-11
140,1.25521277628453e-11
141,1.2590672107015e-11
142,1.26292164511848e-11
143,1.26677607953546e-11
144,1.27063051395243e-11
145,1.27448494836941e-11
146,1.27833938278638e-11
147,1.28219381720336e-11
148,1.28604825162034e-11
149,1.28990268603731e-11
150,1.29375712045429e-11
151,1.29761155487127e-11
152,1.30146598928824e-11
153,1.30532042370522e-11
154,1.30917485812219e-11
155,1.31302929253917e-11
156,1.31688372695615e-11
157,1.32073816137312e-11
158,1.3245925957901e-11
159,1.32844703020708e-11
160,1.33230146462405e-11
161,1.33615589904103e-11
162,1.340010333458e-11
163,1.34386476787498e-11
164,1.34771920229196e-11
165,1.35157363670893e-11
166,1.35542807112591e-11
167,1.35928250554289e-11
168,1.36313693995986e-11
169,1.36699137437684e-11
170,1.37084580879381e-11
171,1.37470024321079e-11
172,1.37855467762777e-11
173,1.38240911204474e-11
174,1.38626354646172e-11
175,1.3901179808787e-11
176,1.39397241529567e-11
177,1.39782684971265e-11
178,1.40168128412962e-11
179,1.4055357185466e-11
180,1.40939015296358e-11
181,1.41324458738055e-11
182,1.41709902179753e-11
183,1.42095345621451e-11
184,1.42480789063148e-11
185,1.42866232504846e-11
186,1.43251675946543e-11
187,1.43637119388241e-11
188,1.44022562829939e-11
189,1.44408006271636e-11
190,1.44793449713334e-11
191,1.45178893155032e-11
192,1.45564336596729e-11
193,1.45949780038427e-11
194,1.46335223480124e-11
195,1.46720666921822e-11
196,1.4710611036352e-11
197,1.47491553805217e-11
198,1.47876997246915e-11
199,1.48262440688612e-11
200,1.4864788413031e-11
201,1.49033327572008e-11
202,1.49418771013705e-11
203,1.49804214455403e-11
204,1.50189657897101e-11
205,1.50575101338798e-11
206,1.50960544780496e-11
207,1.51345988222193e-11
208,1.51731431663891e-11
209,1.52116875105589e-11
210,1.52502318547286e-11
211,1.52887761988984e-11
212,1.53273205430682e-11
213,1.53658648872379e-11
214,1.54044092314077e-11
215,1.54429535755774e-11
216,1.54814979197472e-11
217,1.5520042263917e-11
218,1.55585866080867e-11
219,1.55971309522565e-11
220,1.56356752964263e-11
221,1.5674219640596e-11
222,1.57127639847658e-11
223,1.57513083289355e-11
224,1.57898526731053e-11
225,1.58283970172751e-11
226,1.58669413614448e-11
227,1.59054857056146e-11
228,1.59440300497844e-11
229,1.59825743939541e-11
230,1.60211187381239e-11
231,1.60596630822936e-11
232,1.60982074264634e-11
233,1.61367517706332e-11
234,1.61752961148029e-11
235,1.62138404589727e-11
236,1.62523848031425e-11
237,1.62909291473122e-11
238,1.6329473491482e-11
239,1.63680178356517e-11
240,1.64065621798215e-11
241,1.64451065239913e-11
242,1.6483650868161e-11
243,1.65221952123308e-11
244,1.65607395565006e-11
245,1.65992839006703e-11
246,1.66378282448401e-11
247,1.66763725890098e-11
248,1.67149169331796e-11
249,1.67534612773494e-11
250,1.67920056215191e-11
251,1.68305499656889e-11
252,1.68690943098587e-11
253,1.69076386540284e-11
254,1.69461829981982e-11
255,1.69847273423679e-11
256,1.70232716865377e-11
257,1.70618160307075e-11
258,1.71003603748772e-11
259,1.7138904719047e-11
260,1.71774490632168e-11
261,1.72159934073865e-11
262,1.72545377515563e-11
263,1.7293082095726e-11
264,1.73316264398958e-11
265,1.73701707840656e-11
266,1.74087151282353e-11
267,1.74472594724051e-11
268,1.74858038165748e-11
269,1.75243481607446e-11
270,1.75628925049144e-11
271,1.76014368490841e-11
272,1.76399811932539e-11
273,1.76785255374237e-11
274,1.77170698815934e-11
275,1.77556142257632e-11
276,1.77941585699329e-11
277,1.78327029141027e-11
278,1.78712472582725e-11
279,1.79097916024422e-11
280,1.7948335946612e-11
281,1.79868802907818e-11
282,1.80254246349515e-11
283,1.80639689791213e-11
284,1.8102513323291e-11
285,1.81410576674608e-11
286,1.81796020116306e-11
287,1.82181463558003e-11
288,1.82566906999701e-11
289,1.82952350441399e-11
290,1.83337793883096e-11
291,1.83723237324794e-11
292,1.84108680766491e-11
293,1.84494124208189e-11
294,1.84879567649887e-11
295,1.85265011091584e-11
296,1.85650454533282e-11
297,1.8603589797498e-11
298,1.86421341416677e-11
299,1.86806784858375e-11
300,1.87192228300072e-11
301,1.8757767174177e-11
302,1.87963115183468e-11
303,1.88348558625165e-11
304,1.88734002066863e-11
305,1.89119445508561e-11
306,1.89504888950258e-11
307,1.89890332391956e-11
308,1.90275775833653e-11
309,1.90661219275351e-11
310,1.91046662717049e-11
311,1.91432106158746e-11
312,1.91817549600444e-11
313,1.92202993042142e-11
314,1.92588436483839e-11
315,1.92973879925537e-11
316,1.93359323367234e-11
317,1.93744766808932e-11
318,1.9413021025063e-11
319,1.94515653692327e-11
320,1.94901097134025e-11
321,1.95286540575723e-11
322,1.9567198401742e-11
323,1.96057427459118e-11
324,1.96442870900815e-11
325,1.96828314342513e-11
326,1.97213757784211e-11
327,1.97599201225908e-11
328,1.97984644667606e-11
329,1.98370088109303e-11
330,1.98755531551001e-11
331,1.99140974992699e-11
332,1.99526418434396e-11
333,1.99911861876094e-11
334,2.00297305317792e-11
335,2.00682748759489e-11
336,2.01068192201187e-11
337,2.01453635642884e-11
338,2.01839079084582e-11
339,2.0222452252628e-11
340,2.02609965967977e-11
341,2.02995409409675e-11
342,2.03380852851373e-11
343,2.0376629629307e-11
344,2.04151739734768e-11
345,2.04537183176465e-11
346,2.04922626618163e-11
347,2.05308070059861e-11
348,2.05693513501558e-11
349,2.06078956943256e-11
350,2.06464400384954e-11
351,2.06849843826651e-11
352,2.07235287268349e-11
353,2.07620730710046e-11
354,2.08006174151744e-11
355,2.08391617593442e-11
356,2.08777061035139e-11
357,2.09162504476837e-11
358,2.09547947918535e-11
359,2.09933391360232e-11
360,2.1031883480193e-11
361,2.10704278243627e-11
362,2.11089721685325e-11
363,2.11475165127023e-11
364,2.1186060856872e-11
365,2.12246052010418e-11
366,2.12631495452116e-11
367,2.13016938893813e-11
368,2.13402382335511e-11
369,2.13787825777208e-11
370,2.14173269218906e-11
371,2.14558712660604e-11
372,2.14944156102301e-11
373,2.15329599543999e-11
374,2.15715042985697e-11
375,2.16100486427394e-11
376,2.16485929869092e-11
377,2.16871373310789e-11
378,2.17256816752487e-11
379,2.17642260194185e-11
380,2.18027703635882e-11
381,2.1841314707758e-11
382,2.18798590519278e-11
383,2.19184033960975e-11
384,2.19569477402673e-11
385,2.1995492084437e-11
386,2.20340364286068e-11
387,2.20725807727766e-11
388,2.21111251169463e-11
389,2.21496694611161e-11
390,2.21882138052859e-11
391,2.22267581494556e-11
392,2.22653024936254e-11
393,2.23038468377951e-11
394,2.23423911819649e-11
395,2.23809355261347e-11
396,2.24194798703044e-11
397,2.24580242144742e-11
398,2.2496568558644e-11
399,2.25351129028137e-11
400,2.25736572469835e-11
401,2.26122015911532e-11
402,2.2650745935323e-11
403,2.26892902794928e-11
404,2.27278346236625e-11
405,2.27663789678323e-11
406,2.28049233120021e-11
407,2.28434676561718e-11
408,2.28820120003416e-11
409,2.29205563445113e-11
410,2.29591006886811e-11
411,2.29976450328509e-11
412,2.30361893770206e-11
413,2.30747337211904e-11
414,2.31132780653601e-11
415,2.31518224095299e-11
416,2.31903667536997e-11
417,2.32289110978694e-11
418,2.32674554420392e-11
419,2.3305999786209e-11
420,2.33445441303787e-11
421,2.33830884745485e-11
422,2.34216328187182e-11
423,2.3460177162888e-11
424,2.34987215070578e-11
425,2.35372658512275e-11
426,2.35758101953973e-11
427,2.36143545395671e-11
428,2.36528988837368e-11
429,2.36914432279066e-11
430,2.37299875720763e-11
431,2.37685319162461e-11
432,2.38070762604159e-11
433,2.38456206045856e-11
434,2.38841649487554e-11
435,2.39227092929252e-11
436,2.39612536370949e-11
437,2.39997979812647e-11
438,2.40383423254344e-11
439,2.40768866696042e-11
440,2.4115431013774e-11
441,2.41539753579437e-11
442,2.41925197021135e-11
443,2.42310640462833e-11
444,2.4269608390453e-11
445,2.43081527346228e-11
446,2.43466970787925e-11
447,2.43852414229623e-11
448,2.44237857671321e-11
449,2.44623301113018e-11
450,2.45008744554716e-11
451,2.45394187996414e-11
452,2.45779631438111e-11
453,2.46165074879809e-11
454,2.46550518321506e-11
455,2.46935961763204e-11
456,2.47321405204902e-11
457,2.47706848646599e-11
458,2.48092292088297e-11
459,2.48477735529995e-11
460,2.48863178971692e-11
461,2.4924862241339e-11
462,2.49634065855087e-11
463,2.50019509296785e-11
464,2.50404952738483e-11
465,2.5079039618018e-11
466,2.51175839621878e-11
467,2.51561283063576e-11
468,2.51946726505273e-11
469,2.52332169946971e-11
470,2.52717613388668e-11
471,2.53103056830366e-11
472,2.53488500272064e-11
473,2.53873943713761e-11
474,2.54259387155459e-11
475,2.54644830597156e-11
476,2.55030274038854e-11
477,2.55415717480552e-11
478,2.55801160922249e-11
479,2.56186604363947e-11
480,2.56572047805645e-11
481,2.56957491247342e-11
482,2.5734293468904e-11
483,2.57728378130737e-11
484,2.58113821572435e-11
485,2.58499265014133e-11
486,2.5888470845583e-11
487,2.59270151897528e-11
488,2.59655595339226e-11
489,2.60041038780923e-11
490,2.60426482222621e-11
491,2.60811925664318e-11
492,2.61197369106016e-11
493,2.61582812547714e-11
494,2.61968255989411e-11
495,2.62353699431109e-11
496,2.62739142872807e-11
497,2.63124586314504e-11
498,2.63510029756202e-11
499,2.63895473197899e-11
500,2.64280916639597e-11
501,2.64666360081295e-11
502,2.65051803522992e-11
503,2.6543724696469e-11
504,2.65822690406388e-11
505,2.66208133848085e-11
506,2.66593577289783e-11
507,2.6697902073148e-11
508,2.67364464173178e-11
509,2.67749907614876e-11
510,2.68135351056573e-11
511,2.68520794498271e-11
512,2.68906237939969e-11
513,2.69291681381666e-11
514,2.69677124823364e-11
515,2.70062568265061e-11
516,2.70448011706759e-11
517,2.70833455148457e-11
518,2.71218898590154e-11
519,2.71604342031852e-11
520,2.7198978547355e-11
521,2.72375228915247e-11
522,2.72760672356945e-11
523,2.73146115798642e-11
524,2.7353155924034e-11
525,2.73917002682038e-11
526,2.74302446123735e-11
527,2.74687889565433e-11
528,2.75073333007131e-11
529,2.75458776448828e-11
530,2.75844219890526e-11
531,2.76229663332223e-11
532,2.76615106773921e-11
533,2.77000550215619e-11
534,2.77385993657316e-11
535,2.77771437099014e-11
536,2.78156880540712e-11
537,2.78542323982409e-11
538,2.78927767424107e-11
539,2.79313210865804e-11
540,2.79698654307502e-11
541,2.800840977492e-11
542,2.80469541190897e-11
543,2.80854984632595e-11
544,2.81240428074293e-11
545,2.8162587151599e-11
546,2.82011314957688e-11
547,2.82396758399385e-11
548,2.82782201841083e-11
549,2.83167645282781e-11
550,2.83553088724478e-11
551,2.83938532166176e-11
552,2.84323975607873e-11
553,2.84709419049571e-11
554,2.85094862491269e-11
555,2.85480305932966e-11
556,2.85865749374664e-11
557,2.86251192816362e-11
558,2.86636636258059e-11
559,2.87022079699757e-11
560,2.87407523141454e-11
561,2.87792966583152e-11
562,2.8817841002485e-11
563,2.88563853466547e-11
564,2.88949296908245e-11
565,2.89334740349943e-11
566,2.8972018379164e-11
567,2.90105627233338e-11
568,2.90491070675035e-11
569,2.90876514116733e-11
570,2.91261957558431e-11
571,2.91647401000128e-11
572,2.92032844441826e-11
573,2.92418287883524e-11
574,2.92803731325221e-11
575,2.93189174766919e-11
576,2.93574618208616e-11
577,2.93960061650314e-11
578,2.94345505092012e-11
579,2.94730948533709e-11
580,2.95116391975407e-11
581,2.95501835417105e-11
582,2.95887278858802e-11
583,2.962727223005e-11
584,2.96658165742197e-11
585,2.97043609183895e-11
586,2.97429052625593e-11
587,2.9781449606729e-11
588,2.98199939508988e-11
589,2.98585382950686e-11
590,2.98970826392383e-11
591,2.99356269834081e-11
592,2.99741713275778e-11
593,3.00127156717476e-11
