adc,\sigma_{sca} (m^{2})
0,-8.84367461830826e-13
1,-8.58936627983747e-13
2,-8.33505794136669e-13
3,-8.0807496028959e-13
4,-7.82644126442512e-13
5,-7.57213292595433e-13
6,-7.31782458748354e-13
7,-7.06351624901276e-13
8,-6.80920791054197e-13
9,-6.55489957207119e-13
10,-6.3005912336004e-13
11,-6.04628289512961e-13
12,-5.79197455665883e-13
13,-5.53766621818804e-13
14,-5.28335787971726e-13
15,-5.02904954124647e-13
16,-4.77474120277568e-13
17,-4.5204328643049e-13
18,-4.26612452583411e-13
19,-4.01181618736333e-13
20,-3.75750784889254e-13
21,-3.50319951042176e-13
22,-3.24889117195097e-13
23,-2.99458283348018e-13
24,-2.7402744950094e-13
25,-2.48596615653861e-13
26,-2.23165781806783e-13
27,-1.97734947959704e-13
28,-1.72304114112625e-13
29,-1.46873280265547e-13
30,-1.21442446418468e-13
31,-9.60116125713896e-14
32,-7.0580778724311e-14
33,-4.51499448772324e-14
34,-1.97191110301538e-14
35,5.71172281692478e-15
36,3.11425566640034e-14
37,5.6573390511082e-14
38,8.20042243581606e-14
39,1.07435058205239e-13
40,1.32865892052318e-13
41,1.58296725899396e-13
42,1.83727559746475e-13
43,2.09158393593554e-13
44,2.34589227440632e-13
45,2.60020061287711e-13
46,2.85450895134789e-13
47,3.10881728981868e-13
48,3.36312562828946e-13
49,3.61743396676025e-13
50,3.87174230523104e-13
51,4.12605064370182e-13
52,4.38035898217261e-13
53,4.63466732064339e-13
54,4.88897565911418e-13
55,5.14328399758497e-13
56,5.39759233605575e-13
57,5.65190067452654e-13
58,5.90620901299732e-13
59,6.16051735146811e-13
60,6.4148256899389e-13
61,6.66913402840968e-13
62,6.92344236688047e-13
63,7.17775070535125e-13
64,7.43205904382204e-13
65,7.68636738229283e-13
66,7.94067572076361e-13
67,8.1949840592344e-13
68,8.44929239770518e-13
69,8.70360073617597e-13
70,8.95790907464676e-13
71,9.21221741311754e-13
72,9.46652575158833e-13
73,9.72083409005911e-13
74,9.9751424285299e-13
75,1.02294507670007e-12
76,1.04837591054715e-12
77,1.07380674439423e-12
78,1.0992375782413e-12
79,1.12466841208838e-12
80,1.15009924593546e-12
81,1.17553007978254e-12
82,1.20096091362962e-12
83,1.2263917474767e-12
84,1.25182258132378e-12
85,1.27725341517085e-12
86,1.30268424901793e-12
87,1.32811508286501e-12
88,1.35354591671209e-12
89,1.37897675055917e-12
90,1.40440758440625e-12
91,1.42983841825333e-12
92,1.4552692521004e-12
93,1.48070008594748e-12
94,1.50613091979456e-12
95,1.53156175364164e-12
96,1.55699258748872e-12
97,1.5824234213358e-12
98,1.60785425518288e-12
99,1.63328508902995e-12
100,1.65871592287703e-12
101,1.68414675672411e-12
102,1.70957759057119e-12
103,1.73500842441827e-12
104,1.76043925826535e-12
105,1.78587009211243e-12
106,1.8113009259595e-12
107,1.83673175980658e-12
108,1.86216259365366e-12
109,1.88759342750074e-12
110,1.91302426134782e-12
111,1.9384550951949e-12
112,1.96388592904198e-12
113,1.98931676288905e-12
114,2.01474759673613e-12
115,2.04017843058321e-12
116,2.06560926443029e-12
117,2.09104009827737e-12
118,2.11647093212445e-12
119,2.14190176597153e-12
120,2.16733259981861e-12
121,2.19276343366568e-12
122,2.21819426751276e-12
123,2.24362510135984e-12
124,2.26905593520692e-12
125,2.294486769054e-12
126,2.31991760290108e-12
127,2.34534843674816e-12
128,2.37077927059523e-12
129,2.39621010444231e-12
130,2.42164093828939e-12
131,2.44707177213647e-12
132,2.47250260598355e-12
133,2.49793343983063e-12
134,2.52336427367771e-12
135,2.54879510752478e-12
136,2.57422594137186e-12
137,2.59965677521894e-12
138,2.62508760906602e-12
139,2.6505184429131e-12
140,2.67594927676018e-12
141,2.70138011060726e-12
142,2.72681094445433e-12
143,2.75224177830141e-12
144,2.77767261214849e-12
145,2.80310344599557e-12
146,2.82853427984265e-12
147,2.85396511368973e-12
148,2.87939594753681e-12
149,2.90482678138388e-12
150,2.93025761523096e-12
151,2.95568844907804e-12
152,2.98111928292512e-12
153,3.0065501167722e-12
154,3.03198095061928e-12
155,3.05741178446636e-12
156,3.08284261831343e-12
157,3.10827345216051e-12
158,3.13370428600759e-12
159,3.15913511985467e-12
160,3.18456595370175e-12
161,3.20999678754883e-12
162,3.23542762139591e-12
163,3.26085845524298e-12
164,3.28628928909006e-12
165,3.31172012293714e-12
166,3.33715095678422e-12
167,3.3625817906313e-12
168,3.38801262447838e-12
169,3.41344345832546e-12
170,3.43887429217253e-12
171,3.46430512601961e-12
172,3.48973595986669e-12
173,3.51516679371377e-12
174,3.54059762756085e-12
175,3.56602846140793e-12
176,3.59145929525501e-12
177,3.61689012910208e-12
178,3.64232096294916e-12
179,3.66775179679624e-12
180,3.69318263064332e-12
181,3.7186134644904e-12
182,3.74404429833748e-12
183,3.76947513218456e-12
184,3.79490596603163e-12
185,3.82033679987871e-12
186,3.84576763372579e-12
187,3.87119846757287e-12
188,3.89662930141995e-12
189,3.92206013526703e-12
190,3.94749096911411e-12
191,3.97292180296118e-12
192,3.99835263680826e-12
193,4.02378347065534e-12
194,4.04921430450242e-12
195,4.0746451383495e-12
196,4.10007597219658e-12
197,4.12550680604366e-12
198,4.15093763989074e-12
199,4.17636847373781e-12
200,4.20179930758489e-12
201,4.22723014143197e-12
202,4.25266097527905e-12
203,4.27809180912613e-12
204,4.30352264297321e-12
205,4.32895347682029e-12
206,4.35438431066736e-12
207,4.37981514451444e-12
208,4.40524597836152e-12
209,4.4306768122086e-12
210,4.45610764605568e-12
211,4.48153847990276e-12
212,4.50696931374984e-12
213,4.53240014759691e-12
214,4.55783098144399e-12
215,4.58326181529107e-12
216,4.60869264913815e-12
217,4.63412348298523e-12
218,4.65955431683231e-12
219,4.68498515067939e-12
220,4.71041598452646e-12
221,4.73584681837354e-12
222,4.76127765222062e-12
223,4.7867084860677e-12
224,4.81213931991478e-12
225,4.83757015376186e-12
226,4.86300098760894e-12
227,4.88843182145601e-12
228,4.91386265530309e-12
229,4.93929348915017e-12
230,4.96472432299725e-12
231,4.99015515684433e-12
232,5.01558599069141e-12
233,5.04101682453849e-12
234,5.06644765838556e-12
235,5.09187849223264e-12
236,5.11730932607972e-12
237,5.1427401599268e-12
