name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AD-MAZ04-008_13p0_tungstenfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008_2,3.652+2.8i,13,1296,6.83870550926113e-11,5.22720522720523e-11
UCASS-AD-MAZ04-008_5p5_glassfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008_2,1.515+0i,5.5,2550,1.12322195300378e-10,1.02850102850103e-10
UCASS-AD-MAZ04-008_6p0_carbonfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008_2,2.541+0.02i,6,808,2.71683162051003e-11,3.25893659226993e-11
