adc,\sigma_{sca} (m^{2})
0,4.1031955822397e-12
1,4.14539853729785e-12
2,4.18760149235601e-12
3,4.22980444741416e-12
4,4.27200740247232e-12
5,4.31421035753047e-12
6,4.35641331258863e-12
7,4.39861626764678e-12
8,4.44081922270494e-12
9,4.48302217776309e-12
10,4.52522513282125e-12
11,4.5674280878794e-12
12,4.60963104293756e-12
13,4.65183399799571e-12
14,4.69403695305387e-12
15,4.73623990811202e-12
16,4.77844286317018e-12
17,4.82064581822833e-12
18,4.86284877328649e-12
19,4.90505172834464e-12
20,4.9472546834028e-12
21,4.98945763846095e-12
22,5.03166059351911e-12
23,5.07386354857726e-12
24,5.11606650363542e-12
25,5.15826945869357e-12
26,5.20047241375173e-12
27,5.24267536880988e-12
28,5.28487832386804e-12
29,5.32708127892619e-12
30,5.36928423398435e-12
31,5.4114871890425e-12
32,5.45369014410066e-12
33,5.49589309915881e-12
34,5.53809605421697e-12
35,5.58029900927512e-12
36,5.62250196433328e-12
37,5.66470491939143e-12
38,5.70690787444959e-12
39,5.74911082950774e-12
40,5.7913137845659e-12
41,5.83351673962405e-12
42,5.87571969468221e-12
43,5.91792264974036e-12
44,5.96012560479852e-12
45,6.00232855985667e-12
46,6.04453151491483e-12
47,6.08673446997298e-12
48,6.12893742503114e-12
49,6.1711403800893e-12
50,6.21334333514745e-12
51,6.25554629020561e-12
52,6.29774924526376e-12
53,6.33995220032192e-12
54,6.38215515538007e-12
55,6.42435811043823e-12
56,6.46656106549638e-12
57,6.50876402055454e-12
58,6.55096697561269e-12
59,6.59316993067085e-12
60,6.635372885729e-12
61,6.67757584078716e-12
62,6.71977879584531e-12
63,6.76198175090347e-12
64,6.80418470596162e-12
65,6.84638766101978e-12
66,6.88859061607793e-12
67,6.93079357113609e-12
68,6.97299652619424e-12
69,7.0151994812524e-12
70,7.05740243631055e-12
71,7.09960539136871e-12
72,7.14180834642686e-12
73,7.18401130148502e-12
74,7.22621425654317e-12
75,7.26841721160133e-12
