adc,\sigma_{sca} (m^{2})
0,1.01458259253883e-12
1,1.05959883015581e-12
2,1.10461506777278e-12
3,1.14963130538975e-12
4,1.19464754300672e-12
5,1.23966378062369e-12
6,1.28468001824067e-12
7,1.32969625585764e-12
8,1.37471249347461e-12
9,1.41972873109158e-12
10,1.46474496870856e-12
11,1.50976120632553e-12
12,1.5547774439425e-12
13,1.59979368155947e-12
14,1.64480991917645e-12
15,1.68982615679342e-12
16,1.73484239441039e-12
17,1.77985863202736e-12
18,1.82487486964434e-12
19,1.86989110726131e-12
20,1.91490734487828e-12
21,1.95992358249525e-12
22,2.00493982011222e-12
23,2.0499560577292e-12
24,2.09497229534617e-12
25,2.13998853296314e-12
26,2.18500477058011e-12
27,2.23002100819709e-12
28,2.27503724581406e-12
29,2.32005348343103e-12
30,2.365069721048e-12
31,2.41008595866498e-12
32,2.45510219628195e-12
33,2.50011843389892e-12
34,2.54513467151589e-12
35,2.59015090913286e-12
36,2.63516714674984e-12
37,2.68018338436681e-12
38,2.72519962198378e-12
39,2.77021585960075e-12
40,2.81523209721773e-12
41,2.8602483348347e-12
42,2.90526457245167e-12
43,2.95028081006864e-12
44,2.99529704768562e-12
45,3.04031328530259e-12
46,3.08532952291956e-12
47,3.13034576053653e-12
48,3.1753619981535e-12
49,3.22037823577048e-12
50,3.26539447338745e-12
51,3.31041071100442e-12
52,3.35542694862139e-12
53,3.40044318623837e-12
54,3.44545942385534e-12
55,3.49047566147231e-12
56,3.53549189908928e-12
57,3.58050813670626e-12
58,3.62552437432323e-12
59,3.6705406119402e-12
60,3.71555684955717e-12
61,3.76057308717415e-12
62,3.80558932479112e-12
63,3.85060556240809e-12
64,3.89562180002506e-12
65,3.94063803764203e-12
66,3.98565427525901e-12
67,4.03067051287598e-12
68,4.07568675049295e-12
69,4.12070298810992e-12
70,4.1657192257269e-12
71,4.21073546334387e-12
72,4.25575170096084e-12
73,4.30076793857781e-12
74,4.34578417619478e-12
75,4.39080041381176e-12
76,4.43581665142873e-12
77,4.4808328890457e-12
78,4.52584912666268e-12
79,4.57086536427965e-12
80,4.61588160189662e-12
81,4.66089783951359e-12
82,4.70591407713056e-12
83,4.75093031474754e-12
84,4.79594655236451e-12
85,4.84096278998148e-12
86,4.88597902759845e-12
87,4.93099526521543e-12
88,4.9760115028324e-12
89,5.02102774044937e-12
90,5.06604397806634e-12
91,5.11106021568331e-12
92,5.15607645330029e-12
93,5.20109269091726e-12
94,5.24610892853423e-12
95,5.2911251661512e-12
96,5.33614140376818e-12
97,5.38115764138515e-12
98,5.42617387900212e-12
99,5.47119011661909e-12
100,5.51620635423607e-12
101,5.56122259185304e-12
102,5.60623882947001e-12
103,5.65125506708698e-12
104,5.69627130470396e-12
105,5.74128754232093e-12
106,5.7863037799379e-12
107,5.83132001755487e-12
108,5.87633625517184e-12
109,5.92135249278882e-12
110,5.96636873040579e-12
111,6.01138496802276e-12
112,6.05640120563973e-12
113,6.10141744325671e-12
114,6.14643368087368e-12
115,6.19144991849065e-12
116,6.23646615610762e-12
117,6.2814823937246e-12
118,6.32649863134157e-12
119,6.37151486895854e-12
120,6.41653110657551e-12
121,6.46154734419248e-12
122,6.50656358180946e-12
123,6.55157981942643e-12
124,6.5965960570434e-12
125,6.64161229466037e-12
126,6.68662853227735e-12
127,6.73164476989432e-12
128,6.77666100751129e-12
129,6.82167724512826e-12
130,6.86669348274524e-12
131,6.91170972036221e-12
132,6.95672595797918e-12
133,7.00174219559615e-12
134,7.04675843321313e-12
135,7.0917746708301e-12
136,7.13679090844707e-12
137,7.18180714606404e-12
138,7.22682338368101e-12
139,7.27183962129799e-12
140,7.31685585891496e-12
141,7.36187209653193e-12
142,7.4068883341489e-12
143,7.45190457176588e-12
144,7.49692080938285e-12
145,7.54193704699982e-12
146,7.58695328461679e-12
147,7.63196952223377e-12
148,7.67698575985074e-12
149,7.72200199746771e-12
150,7.76701823508468e-12
151,7.81203447270165e-12
152,7.85705071031863e-12
153,7.9020669479356e-12
154,7.94708318555257e-12
155,7.99209942316954e-12
156,8.03711566078652e-12
157,8.08213189840349e-12
158,8.12714813602046e-12
159,8.17216437363743e-12
160,8.21718061125441e-12
161,8.26219684887138e-12
162,8.30721308648835e-12
163,8.35222932410532e-12
164,8.39724556172229e-12
165,8.44226179933927e-12
166,8.48727803695624e-12
167,8.53229427457321e-12
168,8.57731051219018e-12
169,8.62232674980716e-12
