adc,ScatteringCross_section_m2,Water,Silica,Glass,PSL,Dust
10,4.05238139134369e-12,3.66612955227956,3.52406375514671,3.49172115675777,3.41395473005849,3.94139233725974
92,8.23472082476271e-12,5.44431570869283,5.09713573024723,5.01453935564213,4.99978805686181,6.08815551675413
208,1.41512009988677e-11,7.21240955541519,6.75447502821421,6.65565489850649,6.62230582461659,8.72431138320257
328,2.02716977307004e-11,8.70953103744062,8.14057029374879,7.93942623326335,7.93676908378619,11.2707420588674
451,2.65452068808289e-11,9.96408358728674,9.40695252769431,9.13997944887009,9.03158615344875,13.9546641293831
578,3.30227325886852e-11,11.1764122091101,10.453056782149,10.2741473505784,10.2237696458263,16.8566692022284
708,3.96532707148373e-11,12.265117044018,11.5155395667729,11.3049317358724,11.1773099410877,20.1106985257247
842,4.64878253987172e-11,13.3606144860312,12.3867013683879,12.2531736324382,12.1781317381442,23.8543334745678
979,5.34753925008928e-11,14.30184997471,13.3898439997125,13.191218807522,13.042455117322,28.1334380264334
1119,6.06159720213643e-11,15.2946058775887,14.3211117697867,14.0362979766651,13.9052976612779,NaN
1263,6.79605680995636e-11,16.2035824774981,15.1521267569133,14.9059884553555,14.73672568307,NaN
1411,7.55091807354906e-11,17.07736934793,15.9779886498764,15.6182958235785,15.5461906910084,NaN
1562,8.32108057897134e-11,17.9252402382322,16.7756816371419,16.4989329645479,16.332904496264,NaN
1716,9.10654432622321e-11,18.8350132846895,17.6192571884535,17.2561455250219,17.1406183790234,NaN
1874,9.91240972924785e-11,19.6012938080914,18.4207603441336,18.0018339778687,17.8293153132015,NaN
4095,2.12404290970816e-10,28.7865440544058,26.9503665028144,26.4822253348463,26.2714064680802,NaN
