0.1,8.99190604369272e-17
0.2,7.04765779128603e-15
0.3,9.27169131662003e-14
0.4,5.88941807680096e-13
0.5,1.28829351559202e-12
0.6,2.78082913947627e-12
0.7,3.8627690709753e-12
0.8,5.05505282264614e-12
0.9,6.2490430467332e-12
1,5.98029288153234e-12
1.1,6.59048396663071e-12
1.2,6.71784203338508e-12
1.3,6.34940034223643e-12
1.4,7.59452482711765e-12
1.5,6.36100606832507e-12
1.6,8.27166011852479e-12
1.7,7.49625055817753e-12
1.8,7.66527940558289e-12
1.9,9.54554655942683e-12
2,8.09620680471889e-12
2.1,1.06016870580191e-11
2.2,1.09021517329828e-11
2.3,1.34072404317812e-11
2.4,1.75663883993745e-11
2.5,1.79002922676248e-11
2.6,2.16459914139776e-11
2.7,2.34054253578297e-11
2.8,2.40740503661057e-11
2.9,2.5751786977152e-11
3,2.52371345857982e-11
3.1,2.617821661962e-11
3.2,2.77797279857011e-11
3.3,2.7066102724067e-11
3.4,2.97183718417026e-11
3.5,2.99411542614455e-11
3.6,3.07844571592406e-11
3.7,3.33685466990645e-11
3.8,3.21422414991762e-11
3.9,3.55010877072488e-11
4,3.68373149649949e-11
4.1,3.84104031308984e-11
4.2,4.26354757597979e-11
4.3,4.3918306429213e-11
4.4,4.72989404055979e-11
4.5,5.02501194484456e-11
4.6,5.13236010973599e-11
4.7,5.29460991748376e-11
4.8,5.44445225835399e-11
4.9,5.4918344007258e-11
5,5.61905164823102e-11
5.1,5.76762989906901e-11
5.2,6.03374179273451e-11
5.3,6.19570114543714e-11
5.4,6.41279535482521e-11
5.5,6.72005912731659e-11
5.6,6.83910128184535e-11
5.7,7.12752261544346e-11
5.8,7.32525769312377e-11
5.9,7.46945058000761e-11
6,7.80516120023814e-11
6.1,8.03886896351332e-11
6.2,8.2238150955358e-11
6.3,8.65744189876146e-11
6.4,8.67754436160733e-11
6.5,8.92201583768327e-11
6.6,9.16273776810576e-11
6.7,9.10435956594191e-11
6.8,9.4197456126719e-11
6.9,9.57227215749203e-11
7,9.81214831839766e-11
7.1,1.02133883059008e-10
7.2,1.04701899348986e-10
7.3,1.08512319422508e-10
7.4,1.11212958028766e-10
7.5,1.1457013803275e-10
7.6,1.16706206902887e-10
7.7,1.18518794884531e-10
7.8,1.21642406229068e-10
7.9,1.2260604363535e-10
8,1.25756125357077e-10
8.1,1.2932822685316e-10
8.2,1.29208978877342e-10
8.3,1.33464951270184e-10
8.4,1.35061718255115e-10
8.5,1.36087878155964e-10
8.6,1.3977640770072e-10
8.7,1.40797851132836e-10
8.8,1.4429847036756e-10
8.9,1.48240141032514e-10
9,1.51030114342288e-10
9.1,1.55458361777121e-10
9.2,1.59157257299679e-10
9.3,1.6235680927228e-10
9.4,1.64288631216598e-10
9.5,1.67706651310015e-10
9.6,1.69486985077541e-10
9.7,1.70095734060438e-10
9.8,1.74464853760453e-10
9.9,1.76137654386846e-10
10,1.78759921212045e-10
10.1,1.8291065200643e-10
10.2,1.8425944463901e-10
10.3,1.88329803999576e-10
10.4,1.90980996460401e-10
10.5,1.9235979051451e-10
10.6,1.96307159532949e-10
10.7,1.99567209798921e-10
10.8,2.0226075029427e-10
10.9,2.06639513492504e-10
11,2.10559705230767e-10
11.1,2.13329701171119e-10
11.2,2.16360202941471e-10
11.3,2.19501855333788e-10
11.4,2.20888441496559e-10
11.5,2.23381230480238e-10
11.6,2.2609347832941e-10
11.7,2.27589995261419e-10
11.8,2.32426965284049e-10
11.9,2.35402125661513e-10
12,2.37951353828134e-10
12.1,2.43274657320241e-10
12.2,2.46007341920177e-10
12.3,2.47808561735594e-10
12.4,2.52617042822326e-10
12.5,2.54635289214384e-10
12.6,2.57345854217883e-10
12.7,2.6162351864318e-10
12.8,2.63974654914647e-10
12.9,2.68204256760945e-10
13,2.71302949813118e-10
13.1,2.73321291499885e-10
13.2,2.76381613855948e-10
13.3,2.78991866697091e-10
13.4,2.80872185972218e-10
13.5,2.83310074168753e-10
13.6,2.87848375990315e-10
13.7,2.90967491899991e-10
13.8,2.94453128535169e-10
13.9,3.00107657649827e-10
14,3.02695703119316e-10
14.1,3.06076403452196e-10
14.2,3.10686133762679e-10
14.3,3.11095917850904e-10
14.4,3.1600837931402e-10
14.5,3.18059379561543e-10
14.6,3.19255618865045e-10
14.7,3.25146365059215e-10
14.8,3.27042848080108e-10
14.9,3.29972649540278e-10
15,3.33915794752566e-10
15.1,3.36079607518066e-10
15.2,3.39423985044295e-10
15.3,3.41896522462198e-10
15.4,3.45519894018633e-10
15.5,3.49038120791212e-10
15.6,3.52699752492307e-10
15.7,3.57559323048686e-10
15.8,3.60023338232739e-10
15.9,3.65527874068842e-10
16,3.6812065995649e-10
16.1,3.69214688084268e-10
16.2,3.74766247072893e-10
16.3,3.74723294499859e-10
16.4,3.77532097151467e-10
16.5,3.82332670892512e-10
16.6,3.83641053977536e-10
16.7,3.88793658382551e-10
16.8,3.92185428734414e-10
16.9,3.94607641223674e-10
17,3.99538966967839e-10
17.1,4.01698494592227e-10
17.2,4.04611489034805e-10
17.3,4.08274900791509e-10
17.4,4.1160590090426e-10
17.5,4.15113801873723e-10
17.6,4.18392758914833e-10
17.7,4.23434284732129e-10
17.8,4.2549752205607e-10
17.9,4.286174224611e-10
18,4.32077289671711e-10
18.1,4.32989017445767e-10
18.2,4.36961649764672e-10
18.3,4.3949593708575e-10
18.4,4.41598910991023e-10
18.5,4.47442446679863e-10
18.6,4.50266049577703e-10
18.7,4.5339236887361e-10
18.8,4.59356361142639e-10
18.9,4.6101354466164e-10
19,4.64001972338612e-10
19.1,4.67987731390179e-10
19.2,4.69600780814026e-10
19.3,4.73514825536154e-10
19.4,4.76644761264694e-10
19.5,4.79616592762535e-10
19.6,4.83561112395007e-10
19.7,4.86614585686934e-10
19.8,4.89307677240034e-10
