adc,\sigma_{sca} (m^{2})
0,4.65165898819253e-12
1,4.69315017689351e-12
2,4.73464136559449e-12
3,4.77613255429548e-12
4,4.81762374299646e-12
5,4.85911493169745e-12
6,4.90060612039843e-12
7,4.94209730909941e-12
8,4.9835884978004e-12
9,5.02507968650138e-12
10,5.06657087520236e-12
11,5.10806206390335e-12
12,5.14955325260433e-12
13,5.19104444130532e-12
14,5.2325356300063e-12
15,5.27402681870728e-12
16,5.31551800740827e-12
17,5.35700919610925e-12
18,5.39850038481023e-12
19,5.43999157351122e-12
20,5.4814827622122e-12
21,5.52297395091319e-12
22,5.56446513961417e-12
23,5.60595632831515e-12
24,5.64744751701614e-12
25,5.68893870571712e-12
26,5.7304298944181e-12
27,5.77192108311909e-12
28,5.81341227182007e-12
29,5.85490346052106e-12
30,5.89639464922204e-12
31,5.93788583792302e-12
32,5.97937702662401e-12
33,6.02086821532499e-12
34,6.06235940402597e-12
35,6.10385059272696e-12
36,6.14534178142794e-12
37,6.18683297012893e-12
38,6.22832415882991e-12
39,6.26981534753089e-12
40,6.31130653623188e-12
41,6.35279772493286e-12
42,6.39428891363384e-12
43,6.43578010233483e-12
44,6.47727129103581e-12
45,6.5187624797368e-12
46,6.56025366843778e-12
47,6.60174485713876e-12
48,6.64323604583975e-12
49,6.68472723454073e-12
50,6.72621842324171e-12
51,6.7677096119427e-12
52,6.80920080064368e-12
53,6.85069198934467e-12
54,6.89218317804565e-12
55,6.93367436674663e-12
56,6.97516555544762e-12
57,7.0166567441486e-12
58,7.05814793284958e-12
59,7.09963912155057e-12
60,7.14113031025155e-12
61,7.18262149895253e-12
62,7.22411268765352e-12
63,7.2656038763545e-12
64,7.30709506505549e-12
65,7.34858625375647e-12
66,7.39007744245745e-12
67,7.43156863115844e-12
68,7.47305981985942e-12
69,7.51455100856041e-12
70,7.55604219726139e-12
71,7.59753338596237e-12
72,7.63902457466336e-12
73,7.68051576336434e-12
74,7.72200695206532e-12
75,7.76349814076631e-12
76,7.80498932946729e-12
77,7.84648051816828e-12
78,7.88797170686926e-12
79,7.92946289557024e-12
80,7.97095408427123e-12
81,8.01244527297221e-12
82,8.05393646167319e-12
83,8.09542765037418e-12
84,8.13691883907516e-12
85,8.17841002777614e-12
86,8.21990121647713e-12
87,8.26139240517811e-12
88,8.3028835938791e-12
89,8.34437478258008e-12
90,8.38586597128106e-12
91,8.42735715998205e-12
92,8.46884834868303e-12
93,8.51033953738401e-12
94,8.551830726085e-12
95,8.59332191478598e-12
96,8.63481310348697e-12
97,8.67630429218795e-12
98,8.71779548088893e-12
99,8.75928666958992e-12
100,8.8007778582909e-12
101,8.84226904699188e-12
102,8.88376023569287e-12
103,8.92525142439385e-12
104,8.96674261309484e-12
105,9.00823380179582e-12
106,9.0497249904968e-12
107,9.09121617919779e-12
108,9.13270736789877e-12
109,9.17419855659976e-12
110,9.21568974530074e-12
111,9.25718093400172e-12
112,9.29867212270271e-12
113,9.34016331140369e-12
114,9.38165450010467e-12
115,9.42314568880566e-12
116,9.46463687750664e-12
117,9.50612806620762e-12
118,9.54761925490861e-12
119,9.58911044360959e-12
120,9.63060163231058e-12
121,9.67209282101156e-12
122,9.71358400971254e-12
123,9.75507519841353e-12
124,9.79656638711451e-12
125,9.83805757581549e-12
126,9.87954876451648e-12
127,9.92103995321746e-12
128,9.96253114191844e-12
129,1.00040223306194e-11
