name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AD-MAZ04-008_11p58_glass_20230418.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008,1.515,11.58,329,2.24584122041268e-11,1.32696799363466e-11
UCASS-AD-MAZ04-008_25p60_glass_20230420.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008,1.515,25.6,2347,1.01219688311602e-10,9.46624279957613e-11
UCASS-AD-MAZ04-008_4p5_silica_20230412.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-008,1.44,4.5,49,3.34036565902927e-12,1.97633530966864e-12
