name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AD-MAZ04-001_13p0_tungstenfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-001_2,3.652+2.8i,13,1470,6.83870550926113e-11,5.92900592900593e-11
UCASS-AD-MAZ04-001_5p5_glassfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-001_2,1.515+0i,5.5,2250,1.12322195300378e-10,9.07500907500907e-11
UCASS-AD-MAZ04-001_6p0_carbonfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-001_2,2.541+0.02i,6,611,2.71683162051003e-11,2.4643691310358e-11
