adc,ScatteringCross_section_m2,Water,Silica,Glass,PSL,Dust
0,1.5961343061723e-13,0.495436191863498,0.410757582837496,0.387407072070525,0.489292297763784,0.39292204269668
1,1.80807812292266e-13,0.530186949177007,0.449574945805002,0.437407698907812,0.605596977036604,0.442394613343359
2,2.02002193967302e-13,0.570499107344689,0.491931620529172,0.551839632024344,0.722541179089903,0.623164358569517
3,2.23196575642338e-13,0.604544878799579,0.53956595183395,0.6287949567914,0.74873592914184,0.736482147984712
4,2.44390957317374e-13,0.651617397335543,0.617215112253263,0.711250517176937,0.788372425134173,0.756578221086312
5,2.6558533899241e-13,0.688993775266396,0.694457031431542,0.817480002414535,0.833288036524505,0.796082080939624
6,2.86779720667446e-13,0.735205564683205,0.744023384378919,0.861412550868163,0.863767816462373,0.918956678888928
7,3.07974102342482e-13,0.76876997368731,0.784993228861731,0.934729038617759,0.920793607782365,0.979531557168256
8,3.29168484017519e-13,0.815858465465088,0.804698926526122,0.985975099649021,0.936906241819409,1.02702125737687
9,3.50362865692555e-13,0.841344140333019,0.870598431579338,0.997033489958419,0.977307086886954,1.03595003507292
10,3.71557247367591e-13,0.85987806355636,0.931617906609132,1.05513734404987,0.996241912240286,1.08143944787436
11,3.92751629042627e-13,0.893345382967595,0.976623781113467,1.08783128285995,0.999836893368367,1.10292497957557
12,4.13946010717663e-13,0.922510108292246,1.12072332968775,1.07830063914191,1.02785301425403,1.10716900058412
13,4.35140392392699e-13,0.936993180707123,1.1657068815911,1.1082466654411,1.04212541764706,1.1124463345485
14,4.56334774067735e-13,0.950601810074447,1.21451976682215,1.11174349904332,1.03505715767098,1.14381061255655
15,4.77529155742771e-13,0.977471748973682,1.21613285674131,1.14425948398599,1.0709980509172,1.16141786286866
16,4.98723537417807e-13,1.01113732701559,1.23488031747336,1.15238176820938,1.07410892792833,1.17903884570693
17,5.19917919092843e-13,1.02438670788932,1.2581340733371,1.17369701038079,1.07753690670073,1.18357807837824
18,5.41112300767879e-13,1.03579584357621,1.27871825954628,1.18425958605264,1.10550965367669,1.18694663839234
19,5.62306682442915e-13,1.05378004821811,1.30612049873439,1.18715338792035,1.10876083533669,1.1914510216686
20,5.83501064117952e-13,1.10344479525835,1.31406580096941,1.18968713116638,1.13592450307132,1.22104246693923
21,6.04695445792988e-13,1.11534477702215,1.31736886481946,1.19316068904104,1.14504433879127,1.24478498384884
22,6.25889827468024e-13,1.12645554221783,1.32105917458333,1.22400113488728,1.14918215203853,1.25889888840322
23,6.4708420914306e-13,1.19730473565821,1.34834736982604,1.25244884708753,1.16369564595678,1.26342814056883
24,6.68278590818096e-13,1.2254653845929,1.35869125421452,1.2617698650173,1.19329522509973,1.26691143612456
25,6.89472972493132e-13,1.22237237141053,1.38114900673022,1.26522350973766,1.21550067033478,1.27318349069063
26,7.10667354168168e-13,1.30742183854736,1.3685107249625,1.26761956002412,1.27857635050499,1.32271559254649
27,7.31861735843204e-13,1.50569730514862,1.39847456265011,1.27050263615128,1.42968048087829,1.34012848202335
28,7.5305611751824e-13,1.51665712700052,1.40134877877275,1.29056473722921,1.37905834114155,1.34445628446967
29,7.74250499193276e-13,1.52159418757463,1.40551238777427,1.33647100808988,1.31563023310521,1.38734824163184
30,7.95444880868312e-13,1.61439752960853,1.4356264396002,1.34267830992011,1.49985978912199,1.41934511299986
31,8.16639262543348e-13,1.58702055549373,1.4417083160689,1.34541925463003,1.41342754263346,1.47744578826669
32,8.37833644218385e-13,1.64674670638664,1.45959473068563,1.34938050024127,1.47384734767069,1.54424034362942
33,8.59028025893421e-13,1.71459457100757,1.47989612650443,1.38337885707969,1.52829265019998,1.51042755113826
34,8.80222407568457e-13,1.65762547292465,1.48269726327254,1.44348952255412,1.56072751900521,1.63956071583387
35,9.01416789243493e-13,1.676347689673,1.48647511764189,1.42758834568751,1.56090794204529,1.59165934667533
36,9.22611170918529e-13,1.73632588814908,1.50308800590117,1.51888355940761,1.5740546111881,1.65960503983618
37,9.43805552593565e-13,1.79965513991022,1.54526933294216,1.50676774637054,1.60544737952363,1.66507093417723
38,9.64999934268601e-13,1.75176688391056,1.55827723916072,1.5332985934737,1.6124775476956,1.68720157827863
39,9.86194315943637e-13,1.76904560231108,1.56443298222029,1.58210015072816,1.60269267990645,1.73798940502728
40,1.00738869761867e-12,1.82608747499968,1.57185861791285,1.65732619256607,1.6405195890276,1.74329271289619
41,1.02858307929371e-12,1.85168345597913,1.58598372140953,1.61388482031057,1.67825373863566,1.75288440678459
42,1.04977746096875e-12,1.85837129648148,1.60705916574166,1.66261523453822,1.68426998434349,1.81982529695252
43,1.07097184264378e-12,1.86411229255236,1.64414688975424,1.69295222227472,1.70035232747856,1.82591387494239
44,1.09216622431882e-12,1.91479468976093,1.66079125480033,1.6792111906629,1.70680367141795,1.84244333924558
45,1.11336060599385e-12,1.96993683377972,1.6702915899211,1.7442872045602,1.71953159596411,1.90643116642803
46,1.13455498766889e-12,1.98865245492267,1.71788529302003,1.81174956809942,1.75749290775518,1.91649822182944
47,1.15574936934393e-12,1.99906717168943,1.73002901392,1.78637682271212,1.77622684228181,1.92647172355586
48,1.17694375101896e-12,2.0078830724038,1.74228464780328,1.77247735122515,1.78149552091553,1.97413554835424
49,1.198138132694e-12,2.05940773202934,1.74889807213191,1.82705248754632,1.81808388917684,1.985073009205
50,1.21933251436903e-12,2.04532593842087,1.7773565114585,1.83125040232012,1.83223297192783,1.9965291388874
51,1.24052689604407e-12,2.08433241047893,1.81295732483582,1.8536983065701,1.82627264726645,2.00426689500504
52,1.26172127771911e-12,2.09509708346965,1.78698347836474,1.9089782265136,1.85479722009842,2.01347489133849
53,1.28291565939414e-12,2.11130736172021,1.82643999013633,1.92030393170544,1.85835315727483,2.04618644464859
54,1.30411004106918e-12,2.12851728363735,1.83116067512671,1.92945624158482,1.86203389298253,2.05675466981107
55,1.32530442274421e-12,2.1383471734896,1.86575714758999,1.96863783317802,1.86724179317453,2.06940850008595
56,1.34649880441925e-12,2.13101149915852,1.89353358010792,1.89749363308263,1.91704414468117,2.07725704983752
57,1.36769318609429e-12,2.17086261107249,1.88389929703389,1.99478823318805,1.92587059969407,2.08320629127798
58,1.38888756776932e-12,2.18129958720608,1.842283640652,2.00423338744093,1.93151609688151,2.08980320966065
59,1.41008194944436e-12,2.18691640787528,1.9271670147158,2.01060630950337,1.93446615512103,2.10006471824333
60,1.43127633111939e-12,2.20100450520902,1.98472952708595,2.01952776789522,1.93739216605004,2.12799302631769
61,1.45247071279443e-12,2.20391736014113,1.98572076060728,2.05005538622781,1.94103919058432,2.14080941753247
62,1.47366509446947e-12,2.21133504800221,2.02690028415487,2.05780117370238,1.96079621317355,2.15291069828398
63,1.4948594761445e-12,2.25413948967997,2.04541396752018,2.06403394573193,2.00214627479364,2.15863675740352
64,1.51605385781954e-12,2.25656134795129,2.14071914293483,2.08019950468581,1.98199065491135,2.16370475468448
65,1.53724823949458e-12,2.2586344621519,2.14061917237566,2.08513498860663,2.01030047403341,2.16959248164725
66,1.55844262116961e-12,2.26144024230614,2.10161368241811,2.08967576766468,2.01271932998321,2.17738354069801
67,1.57963700284465e-12,2.28469451811621,2.21707905622954,2.0952106323345,2.0671147586801,2.19488499261785
68,1.60083138451968e-12,2.28793606494128,2.17953099813538,2.10282503566308,2.03181078628732,2.2328148256602
69,1.62202576619472e-12,2.29050431865817,2.20037284050132,2.13203455314259,2.06385664939442,2.23877210393881
70,1.64322014786976e-12,2.29347559198188,2.18585662878518,2.11259932719841,2.06134588154738,2.24416784587513
71,1.66441452954479e-12,2.32101325567117,2.24827215991702,2.15651928634211,2.15600929621749,2.2506093756357
72,1.68560891121983e-12,2.34079778701761,2.29800567927103,2.16147364047515,2.20693502867363,2.29651295451695
73,1.70680329289486e-12,2.34320120002262,2.28856036392994,2.16514912726085,2.09618429006099,2.31826804992532
74,1.7279976745699e-12,2.34525864883604,2.31917580904151,2.16872391971339,2.13348017474983,2.32570911168092
75,1.74919205624494e-12,2.35222387201578,2.30148426598938,2.17289534534948,2.19513744891396,2.35097193563208
76,1.77038643791997e-12,2.37185816715215,2.30114859165889,2.17753754568298,2.29891834206675,2.35179893401185
77,1.79158081959501e-12,2.37497428669422,2.32963642101211,2.18995746692015,2.26141804087775,2.43207730261212
78,1.81277520127004e-12,2.37739120079831,2.33764964664354,2.23252479345632,2.26938856796966,2.42632048540148
79,1.83396958294508e-12,2.37969244041726,2.34922131157051,2.23497409496345,2.28752649551295,2.48538015730881
80,1.85516396462012e-12,2.40866974958958,2.28185689613845,2.24349857373469,2.28660940672036,2.49245647132781
81,1.87635834629515e-12,2.42637450032152,2.39729107316977,2.24677887671907,2.28153921564786,2.5328538069177
82,1.89755272797019e-12,2.42923868202441,2.40070276014647,2.25043401055613,2.3751366603019,2.52979603524989
83,1.91874710964522e-12,2.43149558228402,2.4035641345423,2.25636131655918,2.34198092744543,2.56364660493384
84,1.93994149132026e-12,2.45518546704105,2.40648593768164,2.26573565580217,2.35531547973945,2.56970092130882
85,1.9611358729953e-12,2.46013097636071,2.41026104294204,2.27934437941992,2.38581027694928,2.57488151973631
86,1.98233025467033e-12,2.46308264752893,2.41748765675249,2.31054969568128,2.38941949408125,2.58089081095274
87,2.00352463634537e-12,2.46547775206921,2.42631775264226,2.32841103122303,2.35604867120232,2.59496920845593
88,2.02471901802041e-12,2.46818108743565,2.40485360210277,2.39160153691155,2.37991706401466,2.63629852783034
89,2.04591339969544e-12,2.51010391065046,2.46598097067247,2.3505318123662,2.35719010477225,2.64422228361187
