name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AA-MAZ04-006_11p58_glass_20230418.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AA-MAZ04-006,1.515,11.58,1362,2.24584122041268e-11,1.82930402930403e-11
UCASS-AA-MAZ04-006_2p0_silica_20230420.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AA-MAZ04-006,1.44,2,56,7.91540652340101e-13,7.52136752136752e-13
UCASS-AA-MAZ04-006_4p5_silica_20230412.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AA-MAZ04-006,1.44,4.5,189,3.34036565902927e-12,2.53846153846154e-12
