name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AA-MAZ04-006_13p0_tungstenfibre_20230705.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-006_2,3.652+2.8i,13,3454,6.83870550926113e-11,4.63907203907204e-11
UCASS-AA-MAZ04-006_2p0_silica_20230616.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-006_2,1.44+0i,2,55,7.91540652340101e-13,7.38705738705739e-13
UCASS-AA-MAZ04-006_6p0_carbonfibre_20230705.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-006_2,2.541+0.02i,6,2239,2.71683162051003e-11,3.00720390720391e-11
