adc,\sigma_{sca} (m^{2})
0,-4.5472583938271e-12
1,-4.53049308084733e-12
2,-4.51372776786756e-12
3,-4.49696245488779e-12
4,-4.48019714190803e-12
5,-4.46343182892826e-12
6,-4.44666651594849e-12
7,-4.42990120296872e-12
8,-4.41313588998895e-12
9,-4.39637057700918e-12
10,-4.37960526402941e-12
11,-4.36283995104964e-12
12,-4.34607463806987e-12
13,-4.32930932509011e-12
14,-4.31254401211034e-12
15,-4.29577869913057e-12
16,-4.2790133861508e-12
17,-4.26224807317103e-12
18,-4.24548276019126e-12
19,-4.22871744721149e-12
20,-4.21195213423172e-12
21,-4.19518682125196e-12
22,-4.17842150827219e-12
23,-4.16165619529242e-12
24,-4.14489088231265e-12
25,-4.12812556933288e-12
26,-4.11136025635311e-12
27,-4.09459494337334e-12
28,-4.07782963039357e-12
29,-4.06106431741381e-12
30,-4.04429900443404e-12
31,-4.02753369145427e-12
32,-4.0107683784745e-12
33,-3.99400306549473e-12
34,-3.97723775251496e-12
35,-3.96047243953519e-12
36,-3.94370712655542e-12
37,-3.92694181357566e-12
38,-3.91017650059589e-12
39,-3.89341118761612e-12
40,-3.87664587463635e-12
41,-3.85988056165658e-12
42,-3.84311524867681e-12
43,-3.82634993569704e-12
44,-3.80958462271727e-12
45,-3.79281930973751e-12
46,-3.77605399675774e-12
47,-3.75928868377797e-12
48,-3.7425233707982e-12
49,-3.72575805781843e-12
50,-3.70899274483866e-12
51,-3.69222743185889e-12
52,-3.67546211887912e-12
53,-3.65869680589936e-12
54,-3.64193149291959e-12
55,-3.62516617993982e-12
56,-3.60840086696005e-12
57,-3.59163555398028e-12
58,-3.57487024100051e-12
59,-3.55810492802074e-12
60,-3.54133961504097e-12
61,-3.5245743020612e-12
62,-3.50780898908144e-12
63,-3.49104367610167e-12
64,-3.4742783631219e-12
65,-3.45751305014213e-12
66,-3.44074773716236e-12
67,-3.42398242418259e-12
68,-3.40721711120282e-12
69,-3.39045179822305e-12
70,-3.37368648524329e-12
71,-3.35692117226352e-12
72,-3.34015585928375e-12
73,-3.32339054630398e-12
74,-3.30662523332421e-12
75,-3.28985992034444e-12
76,-3.27309460736467e-12
77,-3.2563292943849e-12
78,-3.23956398140514e-12
79,-3.22279866842537e-12
80,-3.2060333554456e-12
81,-3.18926804246583e-12
82,-3.17250272948606e-12
83,-3.15573741650629e-12
84,-3.13897210352652e-12
85,-3.12220679054675e-12
86,-3.10544147756699e-12
87,-3.08867616458722e-12
88,-3.07191085160745e-12
89,-3.05514553862768e-12
90,-3.03838022564791e-12
91,-3.02161491266814e-12
92,-3.00484959968837e-12
93,-2.9880842867086e-12
94,-2.97131897372883e-12
95,-2.95455366074907e-12
96,-2.9377883477693e-12
97,-2.92102303478953e-12
98,-2.90425772180976e-12
99,-2.88749240882999e-12
100,-2.87072709585022e-12
101,-2.85396178287045e-12
102,-2.83719646989068e-12
103,-2.82043115691092e-12
104,-2.80366584393115e-12
105,-2.78690053095138e-12
106,-2.77013521797161e-12
107,-2.75336990499184e-12
108,-2.73660459201207e-12
109,-2.7198392790323e-12
110,-2.70307396605253e-12
111,-2.68630865307277e-12
112,-2.669543340093e-12
113,-2.65277802711323e-12
114,-2.63601271413346e-12
115,-2.61924740115369e-12
116,-2.60248208817392e-12
117,-2.58571677519415e-12
118,-2.56895146221438e-12
119,-2.55218614923462e-12
120,-2.53542083625485e-12
121,-2.51865552327508e-12
122,-2.50189021029531e-12
123,-2.48512489731554e-12
124,-2.46835958433577e-12
125,-2.451594271356e-12
126,-2.43482895837623e-12
127,-2.41806364539647e-12
128,-2.4012983324167e-12
129,-2.38453301943693e-12
130,-2.36776770645716e-12
131,-2.35100239347739e-12
132,-2.33423708049762e-12
133,-2.31747176751785e-12
134,-2.30070645453808e-12
135,-2.28394114155831e-12
136,-2.26717582857855e-12
137,-2.25041051559878e-12
138,-2.23364520261901e-12
139,-2.21687988963924e-12
140,-2.20011457665947e-12
141,-2.1833492636797e-12
142,-2.16658395069993e-12
143,-2.14981863772016e-12
144,-2.1330533247404e-12
145,-2.11628801176063e-12
146,-2.09952269878086e-12
147,-2.08275738580109e-12
148,-2.06599207282132e-12
149,-2.04922675984155e-12
150,-2.03246144686178e-12
151,-2.01569613388201e-12
152,-1.99893082090225e-12
153,-1.98216550792248e-12
154,-1.96540019494271e-12
155,-1.94863488196294e-12
156,-1.93186956898317e-12
157,-1.9151042560034e-12
158,-1.89833894302363e-12
159,-1.88157363004386e-12
