name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AD-MAZ04-015_13p0_tungstenfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-015_2,3.652+2.8i,13,1804,6.83870550926113e-11,7.27614060947394e-11
UCASS-AD-MAZ04-015_5p5_glassfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-015_2,1.515+0i,5.5,2750,1.12322195300378e-10,1.10916777583444e-10
UCASS-AD-MAZ04-015_6p0_carbonfibre_20230705.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-015_2,2.541+0.02i,6,749,2.71683162051003e-11,3.02096968763635e-11
