adc,\sigma_{sca} (m^{2})
0,-2.09162495262917e-11
1,-2.08662811369037e-11
2,-2.08163127475156e-11
3,-2.07663443581276e-11
4,-2.07163759687396e-11
5,-2.06664075793515e-11
6,-2.06164391899635e-11
7,-2.05664708005754e-11
8,-2.05165024111874e-11
9,-2.04665340217994e-11
10,-2.04165656324113e-11
11,-2.03665972430233e-11
12,-2.03166288536352e-11
13,-2.02666604642472e-11
14,-2.02166920748591e-11
15,-2.01667236854711e-11
16,-2.01167552960831e-11
17,-2.0066786906695e-11
18,-2.0016818517307e-11
19,-1.99668501279189e-11
20,-1.99168817385309e-11
21,-1.98669133491429e-11
22,-1.98169449597548e-11
23,-1.97669765703668e-11
24,-1.97170081809787e-11
25,-1.96670397915907e-11
26,-1.96170714022027e-11
27,-1.95671030128146e-11
28,-1.95171346234266e-11
29,-1.94671662340385e-11
30,-1.94171978446505e-11
31,-1.93672294552625e-11
32,-1.93172610658744e-11
33,-1.92672926764864e-11
34,-1.92173242870983e-11
35,-1.91673558977103e-11
36,-1.91173875083222e-11
37,-1.90674191189342e-11
38,-1.90174507295462e-11
39,-1.89674823401581e-11
40,-1.89175139507701e-11
41,-1.8867545561382e-11
42,-1.8817577171994e-11
43,-1.8767608782606e-11
44,-1.87176403932179e-11
45,-1.86676720038299e-11
46,-1.86177036144418e-11
47,-1.85677352250538e-11
48,-1.85177668356658e-11
49,-1.84677984462777e-11
50,-1.84178300568897e-11
51,-1.83678616675016e-11
52,-1.83178932781136e-11
53,-1.82679248887256e-11
54,-1.82179564993375e-11
55,-1.81679881099495e-11
56,-1.81180197205614e-11
57,-1.80680513311734e-11
58,-1.80180829417853e-11
59,-1.79681145523973e-11
60,-1.79181461630093e-11
61,-1.78681777736212e-11
62,-1.78182093842332e-11
63,-1.77682409948451e-11
64,-1.77182726054571e-11
65,-1.76683042160691e-11
66,-1.7618335826681e-11
67,-1.7568367437293e-11
68,-1.75183990479049e-11
69,-1.74684306585169e-11
70,-1.74184622691289e-11
71,-1.73684938797408e-11
72,-1.73185254903528e-11
73,-1.72685571009647e-11
74,-1.72185887115767e-11
75,-1.71686203221887e-11
76,-1.71186519328006e-11
77,-1.70686835434126e-11
78,-1.70187151540245e-11
79,-1.69687467646365e-11
80,-1.69187783752484e-11
81,-1.68688099858604e-11
82,-1.68188415964724e-11
83,-1.67688732070843e-11
84,-1.67189048176963e-11
85,-1.66689364283082e-11
86,-1.66189680389202e-11
87,-1.65689996495322e-11
88,-1.65190312601441e-11
89,-1.64690628707561e-11
90,-1.6419094481368e-11
91,-1.636912609198e-11
92,-1.6319157702592e-11
93,-1.62691893132039e-11
94,-1.62192209238159e-11
95,-1.61692525344278e-11
96,-1.61192841450398e-11
97,-1.60693157556518e-11
98,-1.60193473662637e-11
99,-1.59693789768757e-11
100,-1.59194105874876e-11
101,-1.58694421980996e-11
102,-1.58194738087115e-11
103,-1.57695054193235e-11
104,-1.57195370299355e-11
105,-1.56695686405474e-11
106,-1.56196002511594e-11
107,-1.55696318617713e-11
108,-1.55196634723833e-11
109,-1.54696950829953e-11
110,-1.54197266936072e-11
111,-1.53697583042192e-11
112,-1.53197899148311e-11
113,-1.52698215254431e-11
114,-1.52198531360551e-11
115,-1.5169884746667e-11
116,-1.5119916357279e-11
117,-1.50699479678909e-11
118,-1.50199795785029e-11
119,-1.49700111891149e-11
120,-1.49200427997268e-11
121,-1.48700744103388e-11
122,-1.48201060209507e-11
123,-1.47701376315627e-11
124,-1.47201692421747e-11
125,-1.46702008527866e-11
126,-1.46202324633986e-11
127,-1.45702640740105e-11
128,-1.45202956846225e-11
129,-1.44703272952344e-11
130,-1.44203589058464e-11
131,-1.43703905164584e-11
132,-1.43204221270703e-11
133,-1.42704537376823e-11
134,-1.42204853482942e-11
135,-1.41705169589062e-11
136,-1.41205485695182e-11
137,-1.40705801801301e-11
138,-1.40206117907421e-11
139,-1.3970643401354e-11
140,-1.3920675011966e-11
141,-1.3870706622578e-11
142,-1.38207382331899e-11
143,-1.37707698438019e-11
144,-1.37208014544138e-11
145,-1.36708330650258e-11
146,-1.36208646756378e-11
147,-1.35708962862497e-11
148,-1.35209278968617e-11
149,-1.34709595074736e-11
150,-1.34209911180856e-11
151,-1.33710227286975e-11
152,-1.33210543393095e-11
153,-1.32710859499215e-11
154,-1.32211175605334e-11
155,-1.31711491711454e-11
156,-1.31211807817573e-11
157,-1.30712123923693e-11
158,-1.30212440029813e-11
159,-1.29712756135932e-11
160,-1.29213072242052e-11
161,-1.28713388348171e-11
162,-1.28213704454291e-11
163,-1.27714020560411e-11
164,-1.2721433666653e-11
165,-1.2671465277265e-11
166,-1.26214968878769e-11
167,-1.25715284984889e-11
168,-1.25215601091009e-11
169,-1.24715917197128e-11
170,-1.24216233303248e-11
171,-1.23716549409367e-11
172,-1.23216865515487e-11
173,-1.22717181621607e-11
