adc,ScatteringCross_section_m2,Water,Silica,Glass,PSL,Dust
10,-2.04165656324113e-11,NaN,NaN,NaN,NaN,NaN
92,-1.6319157702592e-11,NaN,NaN,NaN,NaN,NaN
208,-1.05228245335792e-11,NaN,NaN,NaN,NaN,NaN
328,-4.52661780701432e-12,NaN,NaN,NaN,NaN,NaN
451,1.61949408771471e-12,2.29021055986506,2.2286372700164,2.13131900816299,2.07486565273321,2.23814120539528
578,7.96547953999589e-12,5.3475664544438,5.02093110993011,4.95181713853899,4.913577447267,5.96945700243967
708,1.44613701604412e-11,7.28811624142744,6.83273476194595,6.77140209893358,6.71334472630519,8.82364486247771
842,2.11571343384387e-11,8.89346632682152,8.36140533917614,8.22626399331949,8.13197340828727,11.6738248897714
979,2.80028036846003e-11,10.283416928621,9.6504805713937,9.43164821814153,9.40038044487708,14.5694652999571
1119,3.4998378198926e-11,11.5796690901913,10.7345430271656,10.6238703429417,10.466770276359,17.7829447835232
1263,4.21938262708039e-11,12.6154230379833,11.8823800363301,11.626272415528,11.6081265182289,21.4394156270559
1411,4.95891479002339e-11,13.7985021242351,12.8708427444821,12.6561253342656,12.5467241174786,25.687196618909
1562,5.71343746978281e-11,14.8630014302946,13.9106373686416,13.5911778489828,13.465767177624,NaN
1716,6.48295066635864e-11,15.7910959566745,14.7840401345643,14.5028324695102,14.3822950100288,NaN
1874,7.27245121868968e-11,16.7544285490548,15.7673638372844,15.4203209133376,15.234258412693,NaN
4095,1.83704305017736e-10,26.867726373508,25.1142654304288,24.6362491494164,24.3655290116308,NaN
