adc,ScatteringCross_section_m2,Water,Silica,Glass,PSL,Dust
0,-2.09162495262917e-11,NaN,NaN,NaN,NaN,NaN
1,-2.08662811369037e-11,NaN,NaN,NaN,NaN,NaN
2,-2.08163127475156e-11,NaN,NaN,NaN,NaN,NaN
3,-2.07663443581276e-11,NaN,NaN,NaN,NaN,NaN
4,-2.07163759687396e-11,NaN,NaN,NaN,NaN,NaN
5,-2.06664075793515e-11,NaN,NaN,NaN,NaN,NaN
6,-2.06164391899635e-11,NaN,NaN,NaN,NaN,NaN
7,-2.05664708005754e-11,NaN,NaN,NaN,NaN,NaN
8,-2.05165024111874e-11,NaN,NaN,NaN,NaN,NaN
9,-2.04665340217994e-11,NaN,NaN,NaN,NaN,NaN
10,-2.04165656324113e-11,NaN,NaN,NaN,NaN,NaN
11,-2.03665972430233e-11,NaN,NaN,NaN,NaN,NaN
12,-2.03166288536352e-11,NaN,NaN,NaN,NaN,NaN
13,-2.02666604642472e-11,NaN,NaN,NaN,NaN,NaN
14,-2.02166920748591e-11,NaN,NaN,NaN,NaN,NaN
15,-2.01667236854711e-11,NaN,NaN,NaN,NaN,NaN
16,-2.01167552960831e-11,NaN,NaN,NaN,NaN,NaN
17,-2.0066786906695e-11,NaN,NaN,NaN,NaN,NaN
18,-2.0016818517307e-11,NaN,NaN,NaN,NaN,NaN
19,-1.99668501279189e-11,NaN,NaN,NaN,NaN,NaN
20,-1.99168817385309e-11,NaN,NaN,NaN,NaN,NaN
21,-1.98669133491429e-11,NaN,NaN,NaN,NaN,NaN
22,-1.98169449597548e-11,NaN,NaN,NaN,NaN,NaN
23,-1.97669765703668e-11,NaN,NaN,NaN,NaN,NaN
24,-1.97170081809787e-11,NaN,NaN,NaN,NaN,NaN
25,-1.96670397915907e-11,NaN,NaN,NaN,NaN,NaN
26,-1.96170714022027e-11,NaN,NaN,NaN,NaN,NaN
27,-1.95671030128146e-11,NaN,NaN,NaN,NaN,NaN
28,-1.95171346234266e-11,NaN,NaN,NaN,NaN,NaN
29,-1.94671662340385e-11,NaN,NaN,NaN,NaN,NaN
30,-1.94171978446505e-11,NaN,NaN,NaN,NaN,NaN
31,-1.93672294552625e-11,NaN,NaN,NaN,NaN,NaN
32,-1.93172610658744e-11,NaN,NaN,NaN,NaN,NaN
33,-1.92672926764864e-11,NaN,NaN,NaN,NaN,NaN
34,-1.92173242870983e-11,NaN,NaN,NaN,NaN,NaN
35,-1.91673558977103e-11,NaN,NaN,NaN,NaN,NaN
36,-1.91173875083222e-11,NaN,NaN,NaN,NaN,NaN
37,-1.90674191189342e-11,NaN,NaN,NaN,NaN,NaN
38,-1.90174507295462e-11,NaN,NaN,NaN,NaN,NaN
39,-1.89674823401581e-11,NaN,NaN,NaN,NaN,NaN
40,-1.89175139507701e-11,NaN,NaN,NaN,NaN,NaN
