name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AD-MAZ04-001_25p60_glass_20230420.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-001,1.515,25.6,2098,1.01219688311602e-10,8.46194179527513e-11
UCASS-AD-MAZ04-001_4p5_silica_20230412.csv,C:\Users\jg17acv\University of Hertfordshire\PI Group - Documents\Projects\UCASS\Calibration\Data\UCASS-AD-MAZ04-001,1.44,4.5,52,3.34036565902927e-12,2.09733543066876e-12
