name,folder,n,d,adc,sig_sca_real,sig_sca_measured
UCASS-AA-MAZ04-013_13p0_tungstenfibre_20230705.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-013_2,3.652+2.8i,13,2870,6.83870550926113e-11,3.85470085470085e-11
UCASS-AA-MAZ04-013_2p0_silica_20230616.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-013_2,1.44+0i,2,59,7.91540652340101e-13,7.92429792429792e-13
UCASS-AA-MAZ04-013_6p0_carbonfibre_20230705.csv,C:\Users\JGirdwood\Documents\MATLAB\Calibration\Calibration\Data\UCASS-AA-MAZ04-013_2,2.541+0.02i,6,1914,2.71683162051003e-11,2.57069597069597e-11
