P11,\sigma_{sca} radii (um),\sigma_{sca} (m^{2}),radii (um)
101.969829707855,1.49553599457926,7.02657381426963e-12,3.51
103.702851372436,1.50819109415909,7.14599349637358e-12,3.52
104.38108743203,1.51311498252501,7.19272963146267e-12,3.53
107.654256294043,1.53665589239589,7.41827833230284e-12,3.54
102.902210434957,1.5023577962856,7.09082264179787e-12,3.55
102.260025118429,1.49766255173775,7.04657070431842e-12,3.56
102.102335950659,1.49650737758502,7.03570460225444e-12,3.57
105.223123618832,1.51920582903585,7.25075296481332e-12,3.58
104.99622807386,1.5175669922224,7.23511796474083e-12,3.59
107.574959680567,1.5360898485656,7.41281413265272e-12,3.6
109.246351241232,1.54797696381136,7.52798698532112e-12,3.61
110.071253096935,1.55381023714818,7.58482962000266e-12,3.62
109.196295260041,1.54762228659432,7.52453770970998e-12,3.63
108.486969879165,1.54258751723971,7.47565926045356e-12,3.64
107.901789969179,1.53842152476514,7.43533547209453e-12,3.65
108.030118867489,1.53933608454529,7.4441784061179e-12,3.66
109.8272453725,1.5520870258438,7.56801544769402e-12,3.67
111.350626198068,1.56281422264595,7.67298912322889e-12,3.68
114.03384880803,1.58153174781764,7.8578855948914e-12,3.69
115.619680525229,1.5924907030163,7.96716265899788e-12,3.7
123.017624252057,1.6426486869664,8.4769428343625e-12,3.71
115.41198026159,1.59105967753542,7.95285037429674e-12,3.72
114.705236479299,1.58618064204281,7.90414981876701e-12,3.73
114.118133416562,1.58211611010925,7.86369350910441e-12,3.74
116.106830845522,1.59584206543976,8.00073138902313e-12,3.75
115.32270581992,1.59044419358453,7.94669861886169e-12,3.76
117.959041326912,1.60852064832207,8.12836417711681e-12,3.77
120.434712269774,1.6253124525958,8.29895860362219e-12,3.78
122.076655694381,1.63635427231206,8.41210223350668e-12,3.79
122.000146551383,1.63584141551526,8.406830113878e-12,3.8
121.64272856027,1.63344343475821,8.38220102599681e-12,3.81
120.945557325465,1.62875582963115,8.33416009902285e-12,3.82
120.533211539288,1.62597695939067,8.30574602682249e-12,3.83
120.722212161776,1.62725125665379,8.3187697499047e-12,3.84
121.821955003666,1.63464633650392,8.3945512264198e-12,3.85
124.454595994058,1.65221474158334,8.57596220159218e-12,3.86
126.56837471424,1.66618655134522,8.7216192282533e-12,3.87
128.873186704657,1.68128874968032,8.88044004442098e-12,3.88
127.823796520926,1.67442954839555,8.80812828704058e-12,3.89
127.383541686218,1.67154349912034,8.77779104805499e-12,3.9
126.747064914504,1.66736230397112,8.73393247704113e-12,3.91
129.551569770578,1.68570805838689,8.92718630947508e-12,3.92
126.512590799516,1.66581933223423,8.71777525013176e-12,3.93
128.23862507041,1.67714437365604,8.83671344239058e-12,3.94
130.635275314163,1.69274389255028,9.00186268205262e-12,3.95
132.644642365067,1.70571268671064,9.14032487173747e-12,3.96
133.214009306707,1.70936958703526,9.17955901436868e-12,3.97
133.34030181752,1.71017967238754,9.18826162426769e-12,3.98
132.799706307908,1.70670939971497,9.1510100738548e-12,3.99
132.32938070999,1.70368446417675,9.11860070786904e-12,4
131.842510132854,1.70054745031986,9.08505125448615e-12,4.01
132.445373647505,1.70443098047839,9.12659359105533e-12,4.02
134.445772899602,1.71725424717757,9.26443782442457e-12,4.03
136.459714192361,1.73006831243205,9.40321521761745e-12,4.04
137.827181651873,1.73871524048482,9.49744515867358e-12,4.05
138.784827875581,1.74474522588343,9.56343499015725e-12,4.06
138.73439062665,1.74442815899888,9.55995944201112e-12,4.07
138.216714101387,1.7411705186479,9.5242872012405e-12,4.08
144.986827415821,1.78330364182394,9.99080461203867e-12,4.09
137.606942917451,1.73732550902174,9.48226886850407e-12,4.1
138.773176140263,1.74467198395711,9.56263208817619e-12,4.11
140.939015182713,1.75823385968804,9.7118765063066e-12,4.12
143.19504907044,1.77225016067224,9.8673361033759e-12,4.13
143.922269179638,1.7767446728204,9.91744764902754e-12,4.14
144.755426783136,1.78187998706362,9.97485917375675e-12,4.15
144.561236096489,1.78068438206096,9.96147781186099e-12,4.16
144.271614238641,1.77889972768218,9.94152044439035e-12,4.17
143.687721405823,1.77529631658739,9.90128534640921e-12,4.18
144.122944436226,1.77798292627139,9.9312758520083e-12,4.19
145.881121759213,1.78879499135247,1.00524289692974e-11,4.2
147.963049855033,1.80151407829742,1.01958912216439e-11,4.21
149.246776911205,1.80931216663037,1.02843507487748e-11,4.22
151.039835910129,1.82014830532661,1.04079075051739e-11,4.23
151.642829314079,1.82377795765493,1.04494587922018e-11,4.24
151.339806861079,1.82195485124042,1.04285780116858e-11,4.25
150.950905631828,1.81961238668114,1.04017794654725e-11,4.26
150.707652169752,1.81814566650762,1.03850172681465e-11,4.27
151.557078947674,1.82326223349008,1.04435498750165e-11,4.28
153.850248551495,1.83700409400955,1.06015684334082e-11,4.29
155.672248331798,1.84784960744172,1.07271194516119e-11,4.3
156.896060578769,1.85509879240429,1.08114503474542e-11,4.31
158.795465815629,1.86629405175754,1.09423352487848e-11,4.32
159.117032831548,1.86818275521385,1.0964493904733e-11,4.33
159.070687176208,1.86791066473394,1.09613003015942e-11,4.34
158.272916339264,1.86322080719949,1.09063272209416e-11,4.35
158.414295019952,1.86405279066959,1.09160693940772e-11,4.36
159.662733527973,1.8713835314822,1.10020972452006e-11,4.37
162.034440684221,1.88523151114174,1.11655276975898e-11,4.38
162.525523827402,1.88808616662702,1.11993674319935e-11,4.39
164.613357489874,1.90017482347761,1.13432366272575e-11,4.4
166.252379821227,1.90961122322032,1.14561789693943e-11,4.41
166.203884259548,1.90933268758877,1.14528372197338e-11,4.42
165.537396751908,1.90550057289126,1.14069106581014e-11,4.43
165.396929209818,1.90469194054434,1.13972312700331e-11,4.44
165.762581051742,1.90679618039476,1.14224277390766e-11,4.45
167.533416924727,1.91695424146442,1.15444531362958e-11,4.46
168.9560474778,1.92507606205474,1.16424842757048e-11,4.47
169.327704611476,1.92719221958655,1.1668094559559e-11,4.48
171.831941154955,1.94139081786046,1.18406573947776e-11,4.49
