P11,\sigma_{sca} radii (um),\sigma_{sca} (m^{2}),radii (um)
810.132851396236,4.21540343233409,5.5824926804422e-11,10.19
795.821775495224,4.17800477713262,5.48387740230731e-11,10.2
802.334484455063,4.19506556085488,5.52875541217382e-11,10.21
804.811833697349,4.20153707165977,5.54582641971058e-11,10.22
800.83040841493,4.19113162957505,5.51839107073229e-11,10.23
803.349686619991,4.19771875187745,5.53575100387846e-11,10.24
804.076182483291,4.1996163913497,5.54075716778386e-11,10.25
806.513260680533,4.20597589454517,5.55755067415053e-11,10.26
811.811167800305,4.21976760567984,5.5940576836698e-11,10.27
817.837191133723,4.23540018441387,5.63558202266309e-11,10.28
824.99335412882,4.25388992826441,5.68489396881035e-11,10.29
821.82337188646,4.24570941748683,5.66305014080781e-11,10.3
816.676241290826,4.23239296398663,5.62758210760081e-11,10.31
816.224006117079,4.231220956085,5.62446582914978e-11,10.32
817.68766838948,4.23501299389868,5.63455168594257e-11,10.33
819.745052192277,4.24033750448811,5.64872878047734e-11,10.34
822.651217786043,4.24784729075755,5.66875469119975e-11,10.35
832.320817966884,4.27273936374932,5.73538632098654e-11,10.36
825.75537783235,4.25585407546069,5.69014494923899e-11,10.37
827.385945495613,4.26005388806291,5.70138092372076e-11,10.38
839.859067668188,4.29204464575894,5.78733116399389e-11,10.39
830.77265687396,4.26876375267732,5.72471819667273e-11,10.4
832.214460948207,4.27246636184381,5.73465343220509e-11,10.41
833.268016579481,4.27516990611599,5.74191331135934e-11,10.42
835.522675171415,4.28094988136733,5.7574497941284e-11,10.43
839.341682248584,4.29072240997501,5.7837659458782e-11,10.44
856.536743123352,4.33445024406191,5.90225429171891e-11,10.45
846.596015234448,4.30922462637474,5.83375436533963e-11,10.46
846.593654480351,4.30921861818039,5.83373809777012e-11,10.47
851.144057759898,4.32078402742643,5.86509418085867e-11,10.48
846.432174938775,4.30880762771986,5.83262536871917e-11,10.49
847.371411382778,4.31119758123262,5.83909749309335e-11,10.5
848.643595417448,4.31443263238084,5.84786390473742e-11,10.51
851.019999894432,4.32046912962964,5.86423931844354e-11,10.52
856.600417792004,4.33461135189304,5.90269306342292e-11,10.53
859.304485472605,4.34144758888313,5.92132635055398e-11,10.54
855.826897814857,4.33265380805181,5.89736286405728e-11,10.55
867.827620002965,4.36292509800253,5.98005787347414e-11,10.56
862.118506747511,4.34855039151882,5.9407173098796e-11,10.57
862.077068879271,4.34844588336706,5.94043176832213e-11,10.58
862.210412835516,4.34878217380921,5.94135061966662e-11,10.59
863.213823931509,4.35131192026294,5.94826496104804e-11,10.6
865.808978457473,4.35784787460578,5.96614774548376e-11,10.61
876.736167243773,4.38526138090125,6.04144521220443e-11,10.62
876.368298914966,4.38434128196429,6.03891029185229e-11,10.63
871.57946960972,4.37234596952685,6.00591125410392e-11,10.64
887.625477372395,4.41241043205593,6.11648166330418e-11,10.65
875.241891983216,4.38152275216727,6.03114840632839e-11,10.66
875.993939055223,4.38340474836966,6.03633063942459e-11,10.67
875.728127856655,4.38273964874957,6.03449897802754e-11,10.68
876.590695109054,4.38489755434623,6.04044278757015e-11,10.69
879.856579164959,4.39305829200113,6.06294745924942e-11,10.7
897.752164515661,4.43750906798027,6.18626300442246e-11,10.71
880.846941513163,4.39552999933965,6.0697718838488e-11,10.72
887.954232305612,4.41322748127423,6.11874705965884e-11,10.73
893.676840480274,4.42742562953927,6.15818061452954e-11,10.74
889.530082953319,4.41714181846285,6.12960598815573e-11,10.75
889.539118167177,4.41716425149822,6.12966824833335e-11,10.76
888.886696138432,4.41554409572711,6.12517251507954e-11,10.77
889.746385271002,4.41767883230648,6.13109649197019e-11,10.78
894.925238716347,4.43051693792807,6.16678312213448e-11,10.79
901.666744924721,4.44717325577257,6.21323773633578e-11,10.8
894.516715198978,4.42950558139794,6.16396805354225e-11,10.81
907.702074798539,4.46203206786789,6.25482620517341e-11,10.82
902.177787305182,4.44843335108178,6.21675924560848e-11,10.83
904.076050817957,4.45311084459434,6.22983986830803e-11,10.84
903.402017901084,4.45145052910041,6.22519521796662e-11,10.85
902.860019030548,4.4501149979118,6.22146039259525e-11,10.86
904.063100964785,4.45307895162579,6.22975063299258e-11,10.87
917.516645534511,4.48609017459272,6.32245680329176e-11,10.88
905.208249482615,4.45589834717095,6.23764166371401e-11,10.89
909.745032778843,4.46705057606286,6.26890389373011e-11,10.9
931.214025442126,4.51945199065691,6.41684320293438e-11,10.91
916.446031529781,4.48347208974434,6.31507937768227e-11,10.92
919.08724307408,4.48992815919436,6.33327953348157e-11,10.93
917.958450376531,4.48717012111817,6.32550120803662e-11,10.94
917.672548241972,4.48647129241775,6.323531103293e-11,10.95
919.784847957385,4.49163180686731,6.3380866143797e-11,10.96
928.379414508628,4.51256815320799,6.39731036364649e-11,10.97
920.481323257972,4.49333205157268,6.34288591150848e-11,10.98
927.286538679511,4.50991130364,6.38977953545435e-11,10.99
933.410035300461,4.52477778931602,6.43197554689402e-11,11
932.842678260519,4.52340242658367,6.42806598253403e-11,11.01
934.150148861245,4.52657131290198,6.43707554812055e-11,11.02
933.119921401282,4.52407455981667,6.4299764195708e-11,11.03
933.057836740531,4.52392405380991,6.4295486043506e-11,11.04
937.810029807206,4.53542990874044,6.46229518778447e-11,11.05
933.66167658319,4.52538767356467,6.43370956572378e-11,11.06
936.498966147102,4.53225852177536,6.45326086301476e-11,11.07
949.297593236462,4.56312339458409,6.54145410431206e-11,11.08
944.058099329687,4.55051326133395,6.50534961066836e-11,11.09
949.303290625405,4.56313708778733,6.54149336408534e-11,11.1
948.804629871593,4.56193844226466,6.53805717457225e-11,11.11
948.247170115266,4.56059808690365,6.53421581077127e-11,11.12
948.606740497612,4.56146268245573,6.53669355133456e-11,11.13
970.611649513549,4.61406568584958,6.68832577227653e-11,11.14
949.012702985572,4.56243863201522,6.53949097229294e-11,11.15
953.042048715398,4.57211404016646,6.56725653321909e-11,11.16
977.349388833584,4.63005282466589,6.73475442946775e-11,11.17
959.779988084579,4.58824783442108,6.61368656891619e-11,11.18
964.507873097718,4.59953482697066,6.64626564953776e-11,11.19
962.988545546622,4.59591072271729,6.63579621243424e-11,11.2
962.668470398427,4.59514687195943,6.63359062705536e-11,11.21
964.07046831412,4.59849176307341,6.64325156487422e-11,11.22
963.484598346618,4.59709428864612,6.63921443096509e-11,11.23
964.41013596441,4.5993017771687,6.64559215897339e-11,11.24
970.247353579575,4.61319971483071,6.6858154687116e-11,11.25
973.082964254606,4.61993598396808,6.7053551970545e-11,11.26
976.405448632231,4.62781639374925,6.72824989227271e-11,11.27
978.032796859549,4.63167131563184,6.73946368214912e-11,11.28
976.569282818046,4.62820463550359,6.72937884679114e-11,11.29
976.055195174879,4.62698628056101,6.72583635311231e-11,11.3
981.89482593276,4.64080701412286,6.76607629142141e-11,11.31
975.623676117372,4.62596336018829,6.72286282602247e-11,11.32
978.784369012162,4.63345058453569,6.74464264265363e-11,11.33
991.965033388856,4.66454411624159,6.83546844027367e-11,11.34
984.787563116711,4.64763807265213,6.78600966917299e-11,11.35
992.013440067036,4.66465792687187,6.83580200275809e-11,11.36
990.268308289259,4.66055313063954,6.82377658574277e-11,11.37
989.572034561239,4.65891438723886,6.81897867761751e-11,11.38
988.949384119653,4.65744843455474,6.81468809549059e-11,11.39
998.679903106218,4.68030524554775,6.8817395067817e-11,11.4
989.118447663463,4.65784651917906,6.81585308465777e-11,11.41
993.074184023072,4.66715118225714,6.84311141547995e-11,11.42
1013.31869498852,4.71448274607708,6.98261302202381e-11,11.43
1000.09214273544,4.68361330124487,6.89147101856962e-11,11.44
1006.27538677781,4.6980696189203,6.93407873969637e-11,11.45
1002.99210143519,4.69039890264075,6.91145415860282e-11,11.46
1002.77447415988,4.68989001821962,6.90995452472255e-11,11.47
1003.18935064488,4.69086008872251,6.9128133705733e-11,11.48
1000.84329390977,4.6853718598483,6.89664707818183e-11,11.49
1003.61290022492,4.69185023188647,6.91573198130033e-11,11.5
1009.55355319859,4.70571590122387,6.95666804713867e-11,11.51
1010.87943586407,4.70880497951824,6.96580448724525e-11,11.52
1017.61343183329,4.72446285132456,7.01220734961966e-11,11.53
1019.80971185191,4.72955842612538,7.02734155520951e-11,11.54
1017.65718468331,4.72456441567416,7.01250884333708e-11,11.55
1017.10479561501,4.72328198381805,7.00870242081606e-11,11.56
1033.25630624304,4.76063686544188,7.11999983296729e-11,11.57
1015.88146153976,4.72044063929662,7.00027262623482e-11,11.58
1019.35224667883,4.72849751695254,7.02418923769038e-11,11.59
1037.03616480829,4.76933659805097,7.14604621873876e-11,11.6
1026.97533094888,4.74614529043705,7.07671866180476e-11,11.61
1036.67787303579,4.76851263368795,7.14357728886633e-11,11.62
1034.13505511445,4.76266081398455,7.126055147394e-11,11.63
1034.27608339476,4.7629855525006,7.12702695015595e-11,11.64
1033.11180992522,4.76030397681356,7.1190041325273e-11,11.65
1031.04095563143,4.75553061114926,7.10473421504723e-11,11.66
1032.58756594156,4.75909603525076,7.11539165317099e-11,11.67
1036.65038994773,4.76844942489155,7.14338790741161e-11,11.68
1044.32644722214,4.78607126869137,7.19628235981553e-11,11.69
1045.69918903604,4.78921582303572,7.2057416986327e-11,11.7
1054.71350799457,4.80981394515315,7.26785789293144e-11,11.71
1049.98765607199,4.79902618734091,7.23529282200365e-11,11.72
1051.4782243441,4.80243134130788,7.24556408362998e-11,11.73
1052.00177227226,4.80362679643978,7.24917176658191e-11,11.74
1047.8541363467,4.79414802356007,7.22059108730734e-11,11.75
1050.31325002513,4.79977020217982,7.23753643656275e-11,11.76
1056.40552638839,4.8136704579723,7.27951731432437e-11,11.77
1057.62462888123,4.81644716892699,7.28791794976492e-11,11.78
1066.15669446124,4.83583575717442,7.34671101508424e-11,11.79
1069.8185732865,4.84413334855533,7.37194442180692e-11,11.8
1067.35951808683,4.83856285061412,7.35499947551903e-11,11.81
1068.19686536065,4.8404604132628,7.36076949832336e-11,11.82
1066.84942020387,4.83740652250707,7.35148447462377e-11,11.83
1065.165634241,4.83358762669284,7.33988178156303e-11,11.84
1067.94628683133,4.83989264030307,7.35904280275311e-11,11.85
1101.64541415189,4.91566115477942,7.59125796509358e-11,11.86
1075.94548072766,4.85798484849723,7.4141639366495e-11,11.87
1087.20239212762,4.88333167772916,7.49173346785215e-11,11.88
1083.75985970225,4.87559422399315,7.46801154121549e-11,11.89
1085.54900800134,4.87961705423498,7.48034026886387e-11,11.9
1084.76530637105,4.87785533999351,7.47493990939538e-11,11.91
1080.8285328443,4.86899606601739,7.44781224834606e-11,11.92
1081.97739647859,4.8715831215278,7.45572887932598e-11,11.93
1085.12137450259,4.87865583864621,7.47739351652245e-11,11.94
1088.09838942545,4.88534351605113,7.49790763835791e-11,11.95
1094.11392335546,4.89882917330334,7.53935969659178e-11,11.96
1105.32875856945,4.92387203811076,7.61663928769411e-11,11.97
1098.24312788204,4.90806460008993,7.56781336811731e-11,11.98
1102.55588547747,4.91769204608392,7.59753187375196e-11,11.99
1129.07995214088,4.97649269808297,7.78030486925363e-11,12
1096.87788390298,4.90501300376829,7.55840569565106e-11,12.01
1098.15827025689,4.90787498144314,7.56722862813243e-11,12.02
1105.16513636424,4.92350758336715,7.61551179389925e-11,12.03
1103.79769972465,4.92046067738296,7.60608901216869e-11,12.04
1112.72766604199,4.9403243877595,7.66762394624429e-11,12.05
1117.00062889304,4.9498009183576,7.69706823281863e-11,12.06
1114.00199763222,4.94315248764974,7.67640515634166e-11,12.07
1117.57342096386,4.95106987169038,7.70101524908544e-11,12.08
1112.04382301815,4.93880608022882,7.66291169606384e-11,12.09
1112.28956012822,4.93935173358723,7.66460503020768e-11,12.1
1113.98973982572,4.94312529183973,7.67632068980644e-11,12.11
1118.47888808158,4.95307516422994,7.70725467456774e-11,12.12
1120.58037466423,4.95772609527125,7.7217356741291e-11,12.13
1133.16702485103,4.985491580106,7.80846821733854e-11,12.14
1127.58353406055,4.97319382509312,7.76999329755779e-11,12.15
1131.79755103523,4.98247809484898,7.79903139776061e-11,12.16
1135.09004793856,4.9897200615173,7.82171945420904e-11,12.17
1127.57257273529,4.97316965263675,7.76991776486223e-11,12.18
1128.48218430105,4.9751751735253,7.77618574905668e-11,12.19
1131.01690365525,4.98075948828566,7.79365208463039e-11,12.2
1132.56554516002,4.98416826681888,7.80432351938347e-11,12.21
1138.80221279944,4.99787251789374,7.84729937376023e-11,12.22
1153.24488496664,5.02946501580161,7.9468214601939e-11,12.23
1142.10966625418,5.00512498265052,7.87009049335271e-11,12.24
1151.01140667608,5.02459239717848,7.9314309274097e-11,12.25
1145.61072950091,5.01279055587827,7.89421574628492e-11,12.26
1144.70144611047,5.01080080845513,7.88795002349291e-11,12.27
1145.9560221718,5.01354593874561,7.89659510147899e-11,12.28
1178.43318617641,5.08409322257651,8.12038991491578e-11,12.29
1150.63855875444,5.02377852141679,7.92886169349957e-11,12.3
1159.43583474616,5.04294675294834,7.98948228029218e-11,12.31
1165.11834223419,5.05528963361333,8.02863950790473e-11,12.32
1160.20146810439,5.04461153289639,7.99475813425966e-11,12.33
1169.52436935016,5.06483918941762,8.05900071851643e-11,12.34
1161.40634484464,5.04723028405291,8.00306074237102e-11,12.35
1162.26544903468,5.04909668298255,8.00898068851862e-11,12.36
1163.88631434067,5.05261612613941,8.02014980564686e-11,12.37
1165.42960556739,5.05596485310224,8.03078437251092e-11,12.38
1169.77077457687,5.06537271276841,8.06069865654251e-11,12.39
1183.31315635683,5.09460913109814,8.15401698949502e-11,12.4
1175.77819221966,5.07836279663785,8.10209478677157e-11,12.41
1181.14263193138,5.0899345236195,8.13906026147578e-11,12.42
1183.50430640706,5.09502060098734,8.15533417315748e-11,12.43
1178.40500870255,5.08403243942736,8.12019574856231e-11,12.44
1179.81284620853,5.08706847330949,8.12989692604062e-11,12.45
1184.31689181621,5.09676940281837,8.16093356601134e-11,12.46
1183.24024309917,5.09445216915251,8.1535145561886e-11,12.47
1189.28724409224,5.10745328989066,8.19518344879584e-11,12.48
1207.69051116641,5.1468184617971,8.32199734550512e-11,12.49
1191.5823147674,5.11237906226193,8.21099840460599e-11,12.5
1203.78948494054,5.1384992303763,8.29511601324633e-11,12.51
1197.43303120991,5.12491468551901,8.25131473255068e-11,12.52
1195.89260193121,5.121617169483,8.24069988690123e-11,12.53
1197.00574390826,5.12400022671595,8.24837036579672e-11,12.54
1197.67374125621,5.12542976921442,8.25297342602208e-11,12.55
1200.49538646643,5.13146381500696,8.27241692063621e-11,12.56
1209.10945422667,5.14984113126535,8.33177504953752e-11,12.57
1216.00954762161,5.16451467147785,8.37932246204552e-11,12.58
1209.46305602313,5.150594106917,8.33421166155382e-11,12.59
1223.9719499996,5.18139564379118,8.43419007162e-11,12.6
1211.8462446088,5.15566610817843,8.35063382344087e-11,12.61
1212.42248660083,5.15689174147676,8.35460461254925e-11,12.62
1213.40929799018,5.15898995579563,8.36140456807322e-11,12.63
1213.16928461884,5.15847970430396,8.3597506752748e-11,12.64
1216.86430050134,5.16632946328332,8.38521242402698e-11,12.65
1231.04760175633,5.1963506104328,8.48294722802122e-11,12.66
1222.2590261173,5.17776874542562,8.42238659393282e-11,12.67
1228.51133228564,5.19099495213353,8.46547021084887e-11,12.68
1235.63365038863,5.2060206522523,8.51454893739257e-11,12.69
1226.75628216131,5.18728570166906,8.45337644813324e-11,12.7
1227.68722440307,5.18925355284122,8.4597914185194e-11,12.71
1227.74663413956,5.18937910943676,8.46020080127501e-11,12.72
1227.81935187523,5.18953278703619,8.46070188727146e-11,12.73
1232.7341121731,5.19990884000593,8.49456869484714e-11,12.74
1255.81541499607,5.24836375880551,8.65361816906891e-11,12.75
1235.31385684924,5.20534692525248,8.51234529253376e-11,12.76
1283.81402259234,5.30654779991917,8.84655198442937e-11,12.77
1245.16480310854,5.22606059671997,8.58022654842062e-11,12.78
1242.64183160081,5.2207633510306,8.56284116533113e-11,12.79
1243.03732696666,5.22159409058696,8.56556645906687e-11,12.8
1241.64347568051,5.21866571228515,8.55596165833682e-11,12.81
1242.88487467053,5.22127387960033,8.56451593528451e-11,12.82
1250.19710219695,5.23661043787328,8.61490329653474e-11,12.83
1257.24685034493,5.25135406841248,8.66348195541423e-11,12.84
1251.60762470747,5.2395636820725,8.62462297593919e-11,12.85
1271.99111920905,5.2820567469424,8.76508229524809e-11,12.86
1258.18453157337,5.2533119887489,8.66994336305293e-11,12.87
1259.5756283033,5.25621531735368,8.6795291825876e-11,12.88
1287.93873780574,5.31506556241085,8.87497472083365e-11,12.89
1257.88023221963,5.25267667808055,8.66784648608765e-11,12.9
1259.71883738405,5.25651411496149,8.68051601288794e-11,12.91
1273.3414582634,5.28485970501149,8.77438726032143e-11,12.92
1264.19126943019,5.26583705744677,8.7113348089883e-11,12.93
1272.49692623364,5.28310684698593,8.76856772854167e-11,12.94
1287.00845522721,5.31314567059708,8.86856429607874e-11,12.95
1274.97472668618,5.28824796679127,8.78564184529436e-11,12.96
1277.15262810559,5.29276271060397,8.80064940696975e-11,12.97
1275.6890308442,5.28972912892969,8.79056399815713e-11,12.98
1275.18409514158,5.28868215063626,8.7870845690004e-11,12.99
1278.17236557458,5.29487528173001,8.80767625071117e-11,13
1304.60976514062,5.34935395991922,8.98985203745163e-11,13.01
1280.7433545735,5.30019781404945,8.8253925144613e-11,13.02
1294.11341265323,5.32779115232652,8.91752339304321e-11,13.03
1295.32940064904,5.33029364124329,8.92590256699526e-11,13.04
1293.84384489103,5.32723622587131,8.91566584578194e-11,13.05
1296.65914451305,5.33302889419626,8.93506561398799e-11,13.06
1293.45290576599,5.32643134419297,8.91297194835479e-11,13.07
1293.36182843463,5.3262438129383,8.91234434939398e-11,13.08
1298.67969442277,5.33718243620853,8.94898889220342e-11,13.09
1302.48321933707,5.34499239297922,8.9751983589068e-11,13.1
1300.32776284846,5.34056789493393,8.96034546157033e-11,13.11
1322.80017459469,5.3865183648176,9.11519916719281e-11,13.12
1309.64970791502,5.35967675930091,9.02458145695293e-11,13.13
1313.07724248732,5.36668568445854,9.04820003584258e-11,13.14
1312.65532092194,5.36582339613488,9.04529264349776e-11,13.15
1311.62038486021,5.36370769254162,9.03816106874508e-11,13.16
1312.26954744039,5.36503486298049,9.04263434167311e-11,13.17
1324.81320997485,5.39061540459621,9.12907066401688e-11,13.18
1314.63753199594,5.36987327200375,9.05895173508083e-11,13.19
1320.70696083185,5.38225483408978,9.10077517427669e-11,13.2
1342.93377392585,5.42735614642884,9.25393649984565e-11,13.21
1327.82457699606,5.39673849694055,9.14982150053097e-11,13.22
1331.4943452335,5.40419095523303,9.17510927189974e-11,13.23
1329.89588207066,5.40094610693087,9.16409452426778e-11,13.24
1329.08363494746,5.39929651426808,9.15849746248692e-11,13.25
1330.9234635745,5.4030323005711,9.1711754199676e-11,13.26
1357.38047779935,5.45647063700854,9.35348636810658e-11,13.27
1332.539263871,5.40631106652577,9.18230963494572e-11,13.28
1343.46103502975,5.42842148301538,9.25756976968298e-11,13.29
1346.99986910839,5.4355663307392,9.28195529522643e-11,13.3
1346.68557785721,5.43493216193012,9.27978956573377e-11,13.31
1347.57498366179,5.43672659057622,9.28591831534001e-11,13.32
1346.11069407671,5.43377198470742,9.27582813583841e-11,13.33
1345.51252171553,5.43256454560119,9.27170622815106e-11,13.34
1349.83044483843,5.44127446333681,9.30146032858875e-11,13.35
1349.2587483667,5.44012206420755,9.29752086191563e-11,13.36
1350.4110804425,5.44244463178752,9.3054613933575e-11,13.37
1372.33867254847,5.48645313790612,9.45656083614682e-11,13.38
1360.14579305037,5.46202589016373,9.37254170220557e-11,13.39
1364.88127045876,5.47152591079268,9.40517310077824e-11,13.4
1363.33890943358,5.46843353420637,9.3945449437805e-11,13.41
1361.97216482611,5.46569179989235,9.38512693072987e-11,13.42
1361.93568119533,5.46561859369102,9.38487552801061e-11,13.43
1376.05259260887,5.4938720358385,9.48215285049015e-11,13.44
1363.66614699712,5.46908977950464,9.39679988418948e-11,13.45
1369.56329314979,5.48090250533653,9.43743615165603e-11,13.46
1395.67730237111,5.53290904496881,9.61738350854169e-11,13.47
1378.56439986775,5.49888392860646,9.49946130257081e-11,13.48
1382.31966403579,5.50636842414822,9.52533821238271e-11,13.49
1379.73093280628,5.50120999795699,9.50749968982996e-11,13.5
1378.43269195675,5.49862124090955,9.49855372494596e-11,13.51
1379.57320671883,5.50089554928164,9.50641282521606e-11,13.52
1394.92638747387,5.53142041188242,9.61220907707627e-11,13.53
1381.95840490956,5.50564885258971,9.52284883496212e-11,13.54
1391.8084872648,5.52523511602182,9.59072413782768e-11,13.55
1396.50723079036,5.53455385068991,9.62310240923529e-11,13.56
1399.7319914535,5.5409402552058,9.64532370635605e-11,13.57
1400.05197147077,5.54157355102749,9.64752863620332e-11,13.58
1397.6831004563,5.53688342854396,9.63120513435246e-11,13.59
1396.20469227101,5.53395431694377,9.62101766589118e-11,13.6
1400.04817767583,5.54156604287481,9.64750249378431e-11,13.61
1397.85450572594,5.53722292678278,9.63238625996852e-11,13.62
1401.79049538232,5.54501312661387,9.65950851949563e-11,13.63
1423.33058632061,5.58745340076677,9.80793775525842e-11,13.64
1413.73269320439,5.56858269928667,9.74180024709956e-11,13.65
1421.88784878398,5.58462086394974,9.79799608738979e-11,13.66
1418.70562891704,5.57836810432514,9.77606793192234e-11,13.67
1416.88337717943,5.57478439498355,9.76351109390543e-11,13.68
1415.45585458786,5.5719753648695,9.75367426972916e-11,13.69
1436.31262685055,5.61287683288277,9.89739486850926e-11,13.7
1417.03589577754,5.57508443217588,9.76456207456388e-11,13.71
1423.16394114355,5.58712629846669,9.80678943066006e-11,13.72
1448.91287004765,5.63744292677653,9.98422107892453e-11,13.73
1435.98561883424,5.61223784936105,9.89514150987269e-11,13.74
1442.43555659873,5.62482781809295,9.93958697372164e-11,13.75
1438.22197608263,5.61660630744775,9.91055188108333e-11,13.76
1436.32187009789,5.61289489340959,9.89745856221156e-11,13.77
1435.7624474367,5.61180172395178,9.89360367235488e-11,13.78
1437.47737998269,5.61515220486463,9.90542099141427e-11,13.79
1437.59398610322,5.6153799468264,9.90622450507658e-11,13.8
1446.74881752522,5.63323139635003,9.96930894772809e-11,13.81
1451.00599635451,5.64151343433825,9.99864446919578e-11,13.82
1460.06462313366,5.65909601211581,1.00610659814234e-10,13.83
1461.02606151185,5.66095893537624,1.00676910956867e-10,13.84
1458.16299591334,5.65540953237183,1.00479621799666e-10,13.85
1455.41426759809,5.65007661788166,1.0029021143723e-10,13.86
1458.35534794585,5.65578253376079,1.00492876462919e-10,13.87
1453.80063792507,5.64694360621968,1.00179018861555e-10,13.88
1457.74626303799,5.65460133620468,1.00450905420342e-10,13.89
1480.04273205495,5.69768126173433,1.01987318551502e-10,13.9
1470.09074309063,5.6784929972488,1.01301543305461e-10,13.91
1482.77897386304,5.70294564848082,1.02175868489197e-10,13.92
1478.49878833723,5.6947086466966,1.01880927920776e-10,13.93
1477.36793794989,5.69253039149421,1.01803002874296e-10,13.94
1473.84923423458,5.68574729153073,1.015605347692e-10,13.95
1500.11476929476,5.73618654595438,1.03370449735229e-10,13.96
1472.39194724481,5.68293566923603,1.01460115511548e-10,13.97
1477.12177003394,5.69205610994055,1.0178603984673e-10,13.98
1492.81960331096,5.72222180356917,1.02867751805661e-10,13.99
1491.10433078618,5.71893339856546,1.02749555187686e-10,14
1501.27719563517,5.73840857697739,1.03450550628875e-10,14.01
1495.30363960674,5.72698068349766,1.03038922674923e-10,14.02
1494.39515346856,5.7252406780124,1.0297632038435e-10,14.03
1491.63559932215,5.71995211292698,1.02786164031634e-10,14.04
1488.70072536036,5.71432218422326,1.02583926677829e-10,14.05
1490.3000768253,5.71739088570686,1.0269413536559e-10,14.06
1497.52523241369,5.73123343075649,1.03192008993573e-10,14.07
1499.41707004376,5.73485244852659,1.03322372423525e-10,14.08
1511.93944002957,5.75874994511473,1.04185268412338e-10,14.09
1515.23578111279,5.76502416092733,1.04412413872957e-10,14.1
1512.73039156436,5.76025605588695,1.04239771586058e-10,14.11
1510.21205294898,5.75545932616179,1.0406623700018e-10,14.12
1515.51792387248,5.76556087083605,1.04431855868034e-10,14.13
1505.86193021645,5.74716413014153,1.03766477173487e-10,14.14
1508.21822849866,5.75165881167921,1.03928845825624e-10,14.15
1536.04640478822,5.80447828986869,1.05846439837258e-10,14.16
1519.38356104747,5.77290930662105,1.04698230589135e-10,14.17
1534.46651541199,5.80149244490486,1.05737572250127e-10,14.18
1529.23675217747,5.79159769409932,1.05377197838364e-10,14.19
1531.32046151506,5.79554211214517,1.05520782833161e-10,14.2
1526.92655919774,5.78722140466524,1.05218006227043e-10,14.21
1524.90994698066,5.78339854979422,1.05079044784834e-10,14.22
1524.38462584184,5.78240229318959,1.05042845766274e-10,14.23
1527.45684506245,5.78822623861972,1.05254547356726e-10,14.24
1533.04016324162,5.79879545049797,1.05639284660171e-10,14.25
1538.98517947087,5.81002822074635,1.06048945983343e-10,14.26
1554.82562857919,5.83985236991022,1.0714048536543e-10,14.27
1546.26309632881,5.82374993458879,1.06550455303923e-10,14.28
1549.70737570446,5.83023248732669,1.06787794949771e-10,14.29
1545.71673244479,5.82272094807067,1.06512806264286e-10,14.3
1542.37111007221,5.81641604831636,1.062822649108e-10,14.31
1543.97832443491,5.81944573206418,1.06393015417956e-10,14.32
1550.14347624884,5.8310527675782,1.06817845923419e-10,14.33
1559.09771048143,5.84786973645191,1.07434867526435e-10,14.34
1562.82578857842,5.85485720676614,1.07691763276962e-10,14.35
1569.42590409694,5.86720727840589,1.08146566418307e-10,14.36
1566.50621668808,5.8617471971918,1.0794537554497e-10,14.37
1567.19987213587,5.8630448565369,1.07993174204824e-10,14.38
1592.76789489464,5.910677578212,1.09755024741538e-10,14.39
1561.97550683847,5.85326427314466,1.07633171756059e-10,14.4
1564.01895533186,5.85709177704363,1.07773982442079e-10,14.41
1601.85651696428,5.92751728813835,1.10381306790113e-10,14.42
1571.87266472499,5.87177903324672,1.08315168682409e-10,14.43
1589.55053665579,5.90470483719141,1.09533321859254e-10,14.44
1583.75921859886,5.89393851457304,1.0913425162519e-10,14.45
1588.95620985266,5.90360086082814,1.09492367773482e-10,14.46
1584.88101828416,5.89602552625257,1.09211553002629e-10,14.47
1580.13365222029,5.88718840111896,1.08884419789141e-10,14.48
1581.70608235463,5.89011691623705,1.08992773372141e-10,14.49
1584.44118185056,5.89520733650921,1.09181244594978e-10,14.5
1620.74110987392,5.96235522881736,1.1168261313153e-10,14.51
1594.39305213839,5.91369224578616,1.09867011663215e-10,14.52
1614.29304537333,5.95048289282328,1.11238287576585e-10,14.53
1601.77323893056,5.9273632049245,1.10375568237321e-10,14.54
1610.41611917151,5.94333318388875,1.10971134947149e-10,14.55
1606.9259189059,5.93688929831939,1.1073063096805e-10,14.56
1599.66418184416,5.92345963578997,1.10230236570704e-10,14.57
1600.93554609542,5.92581306070788,1.10317844197213e-10,14.58
1608.50983002979,5.93981450751079,1.10839775687219e-10,14.59
1605.93603968028,5.93506043096763,1.10662420013241e-10,14.6
1617.72612867799,5.95680691616232,1.11474855719534e-10,14.61
1627.44567336281,5.97467481916282,1.12144613611301e-10,14.62
1622.38446780575,5.96537724177261,1.11795854232788e-10,14.63
1627.91861256849,5.97554288276508,1.12177203076713e-10,14.64
1617.98472895408,5.95728300736516,1.11492675440656e-10,14.65
1618.00712200526,5.95732423188332,1.11494218509106e-10,14.66
1618.9604545652,5.95907900624883,1.11559911093091e-10,14.67
1625.21317732305,5.97057544565408,1.11990775968751e-10,14.68
1625.28319331531,5.97070405378617,1.11995600656006e-10,14.69
1643.18391674194,6.00349441317596,1.13229110164126e-10,14.7
1637.2705924388,5.99268229237316,1.12821632679631e-10,14.71
1644.86068292163,6.00655672700216,1.13344653372981e-10,14.72
1643.26792434558,6.00364787522244,1.13234898990386e-10,14.73
